subdivision,year,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,annual_rainfall_mm,ANNUAL_COMPUTED,monsoon_jjas_rainfall_mm,monsoon_intensity_ratio,baseline_normal_annual_rainfall_mm,baseline_normal_monsoon_rainfall_mm,baseline_monsoon_intensity_ratio
ANDAMAN & NICOBAR ISLANDS,1901,49.2,87.1,29.2,2.3,528.8,517.5,365.1,481.1,332.6,388.5,558.2,33.6,3373.2,3373.1999999999994,1696.3000000000002,0.5029,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1902,0.0,159.8,12.2,0.0,446.1,537.1,228.9,753.7,666.2,197.2,359.0,160.5,3520.7,3520.7,2185.9,0.6209,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1903,12.7,144.0,0.0,1.0,235.1,479.9,728.4,326.7,339.0,181.2,284.4,225.0,2957.4,2957.4,1874.0,0.6337,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1904,9.4,14.7,0.0,202.4,304.5,495.1,502.0,160.1,820.4,222.2,308.7,40.1,3079.6,3079.5999999999995,1977.6,0.6422,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1905,1.3,0.0,3.3,26.9,279.5,628.7,368.7,330.5,297.0,260.7,25.4,344.7,2566.7,2566.7,1624.9,0.6331,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1906,36.6,0.0,0.0,0.0,556.1,733.3,247.7,320.5,164.3,267.8,128.9,79.2,2534.4,2534.4,1465.8,0.5784,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1907,110.7,0.0,113.3,21.6,616.3,305.2,443.9,377.6,200.4,264.4,648.9,245.6,3347.9,3347.9,1327.1,0.3964,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1908,20.9,85.1,0.0,29.0,562.0,693.6,481.4,699.9,428.8,170.7,208.1,196.9,3576.4,3576.4,2303.7000000000003,0.6441,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1910,26.6,22.7,206.3,89.3,224.5,472.7,264.3,337.4,626.6,208.2,267.3,153.5,2899.4,2899.4,1701.0,0.5867,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1911,0.0,8.4,0.0,122.5,327.3,649.0,253.0,187.1,464.5,333.8,94.5,247.1,2687.2,2687.2,1553.6,0.5781,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1912,583.7,0.8,0.0,21.9,140.7,549.8,468.9,370.3,386.2,318.7,117.2,2.3,2960.5,2960.4999999999995,1775.2,0.5996,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1913,84.8,0.5,1.3,2.5,190.7,530.0,280.8,205.8,580.1,288.8,133.0,67.5,2365.8,2365.8,1596.6999999999998,0.6749,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1914,0.0,0.0,0.0,37.7,298.8,383.3,792.8,520.5,310.8,139.8,184.4,289.7,2957.8,2957.8,2007.3999999999999,0.6787,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1915,45.0,56.7,33.3,40.9,170.2,334.7,269.0,317.2,429.8,468.1,258.4,318.0,2741.3,2741.3,1350.7,0.4927,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1916,0.0,0.0,0.0,0.5,487.4,450.1,317.3,425.0,561.2,369.7,192.6,133.7,2937.5,2937.4999999999995,1753.6000000000001,0.597,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1917,8.0,3.6,112.0,4.5,295.9,301.1,394.8,437.4,471.8,238.1,108.3,236.9,2612.4,2612.4000000000005,1605.1000000000001,0.6144,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1918,77.4,6.9,11.4,10.7,729.3,710.8,200.9,455.4,303.3,227.0,366.9,175.0,3275.0,3275.0000000000005,1670.3999999999999,0.51,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1919,10.2,18.0,0.0,35.5,283.9,542.5,246.5,259.8,170.7,186.2,340.4,258.4,2352.1,2352.1,1219.5,0.5185,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1920,122.3,7.4,3.1,13.0,237.4,546.9,294.4,467.4,505.4,397.5,262.9,85.5,2943.2,2943.2000000000003,1814.1,0.6164,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1921,13.2,3.1,0.0,37.5,351.2,282.7,487.1,330.0,581.2,360.7,118.2,41.5,2606.4,2606.3999999999996,1681.0,0.645,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1922,245.3,34.3,15.6,323.1,289.7,506.1,425.8,307.4,511.7,162.0,541.0,192.2,3554.2,3554.1999999999994,1751.0000000000002,0.4927,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1923,79.5,0.0,12.149999999999999,91.3,293.5,808.4,636.9,182.2,560.5,131.9,197.4,70.6,2956.05,3064.35,2188.0,0.714,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1924,28.7,0.0,14.8,89.7,191.2,261.2,493.3,290.9,251.2,331.1,378.6,107.5,2956.05,2438.2,1296.6000000000001,0.5318,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1925,36.6,0.0,8.6,50.4,282.2,663.8,241.8,278.2,201.9,249.5,271.5,196.0,2480.5,2480.5,1385.7,0.5586,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1926,122.1,0.0,0.0,0.5,198.4,370.0,195.3,523.7,719.3,443.8,148.4,560.7,3282.2,3282.2000000000007,1808.3,0.5509,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1927,3.0,17.5,17.8,108.6,504.1,433.3,195.2,370.1,126.2,327.5,274.1,65.5,2442.9,2442.9,1124.8,0.4604,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1928,50.9,67.6,80.7,129.3,499.5,410.2,406.3,391.5,404.8,444.5,99.5,13.5,2998.3,2998.3,1612.8,0.5379,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1929,74.2,118.4,129.2,69.8,316.6,588.8,134.0,644.7,172.9,413.0,251.5,13.5,2926.6,2926.6,1540.4,0.5263,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1930,87.4,105.4,131.2,10.9,231.5,533.6,317.9,446.7,677.2,82.3,249.4,201.6,3075.1,3075.1000000000004,1975.4,0.6424,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1931,25.3,0.0,2.5,2.5,205.4,393.5,289.3,571.0,294.4,368.3,22.8,182.7,2357.7,2357.7000000000003,1548.1999999999998,0.6567,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1932,2.8,2.5,10.1,58.2,479.7,451.4,379.5,376.4,428.8,276.35,234.2,107.5,2956.05,2807.45,1636.1,0.5828,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1933,4.5,11.7,8.1,58.4,365.4,544.2,376.6,294.1,759.0,239.8,268.8,56.9,2987.5,2987.5000000000005,1973.9,0.6607,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1934,7.3,172.9,6.9,131.4,62.0,708.4,323.5,924.9,761.1,338.1,240.2,46.1,3722.8,3722.7999999999997,2717.9,0.7301,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1935,6.6,0.0,0.5,133.6,726.8,374.1,368.7,411.6,578.9,182.4,275.4,95.4,3154.0,3154.0000000000005,1733.3000000000002,0.5496,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1936,16.5,15.3,116.5,54.8,194.3,498.3,664.8,562.9,383.8,174.9,199.2,212.2,2956.05,3093.5,2109.8,0.682,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1937,21.6,10.7,0.0,112.0,330.5,732.8,449.5,332.0,349.5,383.3,251.7,617.5,3591.1,3591.1,1863.8,0.519,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1938,13.4,57.2,50.5,101.6,368.9,668.6,318.2,397.1,546.7,318.4,316.3,107.5,3264.4,3264.4,1930.6000000000001,0.5914,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1939,54.1,1.5,16.1,77.3,480.5,541.0,335.6,202.8,512.5,263.9,165.9,131.3,2782.5,2782.5,1591.9,0.5721,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1940,0.5,2.8,59.4,0.0,320.7,335.4,268.1,889.2,477.5,114.1,221.0,318.8,3007.5,3007.5,1970.2,0.6551,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1941,0.0,12.8,0.0,77.8,251.9,497.0,302.5,311.9,516.0,382.8,266.0,279.5,2898.2,2898.2000000000003,1627.4,0.5615,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1942,39.2,7.4,12.149999999999999,54.8,319.0,451.4,379.5,376.4,428.8,276.35,234.2,107.5,2956.05,2686.7,1636.1,0.609,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1946,84.4,3.6,21.1,135.2,309.1,535.9,189.0,367.4,478.3,276.9,146.9,243.8,2791.6,2791.6000000000004,1570.6,0.5626,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1947,25.1,111.1,63.2,127.7,206.3,965.6,490.0,293.7,428.8,376.0,67.5,168.6,2956.05,3323.6,2178.1,0.6553,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1949,0.0,56.4,0.0,166.5,405.8,658.4,743.3,404.0,627.5,339.6,81.1,7.0,3489.6,3489.5999999999995,2433.2,0.6973,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1950,0.8,0.0,0.0,95.5,264.2,369.9,366.7,347.3,494.5,224.6,89.3,169.4,2422.2,2422.2000000000003,1578.3999999999999,0.6516,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1951,82.7,7.2,0.0,45.4,259.0,619.9,665.3,101.3,360.9,489.0,209.6,434.8,3275.1,3275.1,1747.3999999999996,0.5335,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1952,0.0,0.8,69.7,39.4,452.9,657.7,385.5,541.3,240.3,315.6,287.5,89.2,3079.9,3079.9,1824.8,0.5925,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1953,56.0,65.3,20.1,159.4,241.1,549.9,444.4,262.8,370.1,243.6,246.0,63.3,2721.9,2722.0,1627.1999999999998,0.5978,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1954,83.8,2.1,34.3,58.0,394.7,539.4,510.8,605.4,763.8,247.2,84.8,124.7,3449.0,3449.0,2419.3999999999996,0.7015,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1955,57.3,28.2,9.9,68.8,663.6,651.1,298.4,356.9,341.8,466.5,362.9,44.2,3349.6,3349.6000000000004,1648.2,0.4921,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1956,49.2,77.2,33.8,130.3,491.8,343.1,468.4,467.7,325.1,458.7,164.1,70.5,3080.0,3079.8999999999996,1604.3000000000002,0.5209,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1957,28.0,19.3,4.6,19.0,142.4,741.9,316.2,421.3,354.3,299.7,88.6,71.9,2507.2,2507.2,1833.6999999999998,0.7314,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1958,22.9,14.3,30.4,24.6,355.1,530.7,440.7,388.4,350.6,265.2,313.8,70.7,2807.4,2807.3999999999996,1710.4,0.6092,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1959,10.1,1.8,31.3,86.7,238.1,455.7,817.1,409.3,589.6,332.7,242.5,128.5,3343.3,3343.4,2271.7,0.6795,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1960,104.2,72.4,12.1,53.5,535.4,541.5,308.4,270.7,442.4,400.0,191.7,92.8,3025.0,3025.1,1563.0,0.5167,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1961,82.1,99.4,33.2,88.1,973.1,383.3,304.9,557.1,612.0,379.9,280.6,144.5,3938.2,3938.2,1857.3000000000002,0.4716,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1962,152.4,14.9,17.3,46.4,310.4,367.7,409.1,420.6,474.5,259.8,101.7,384.9,2959.7,2959.7,1671.9,0.5649,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1963,79.9,26.8,7.4,69.5,259.9,434.7,303.3,601.2,614.3,295.5,109.3,179.9,2981.7,2981.7000000000003,1953.5,0.6552,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1964,65.5,21.9,3.1,18.1,530.6,465.3,287.3,472.1,521.2,218.9,349.2,101.6,3054.8,3054.8,1745.9,0.5715,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1965,11.8,30.4,25.3,51.0,292.3,408.8,392.1,396.6,576.8,290.5,187.9,500.4,3163.8,3163.9000000000005,1774.3,0.5608,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1966,79.8,4.2,12.0,38.7,376.9,148.8,433.5,335.6,454.1,171.9,333.8,311.9,2701.2,2701.2000000000003,1372.0,0.5079,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1967,164.6,21.6,30.0,63.4,516.4,340.8,537.8,614.3,303.5,427.5,99.7,97.0,3216.4,3216.5999999999995,1796.3999999999999,0.5585,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1968,22.1,1.3,4.2,81.5,297.6,545.2,519.3,242.0,496.8,281.6,152.0,119.2,2762.8,2762.7999999999997,1803.3,0.6527,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1969,106.3,64.7,14.6,20.8,317.3,422.8,345.2,281.4,489.8,146.8,343.7,65.8,2619.0,2619.2000000000003,1539.2,0.5877,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1970,72.2,34.0,7.8,58.2,422.7,407.3,564.6,342.9,423.5,386.6,418.4,232.7,3370.8,3370.9,1738.3000000000002,0.5157,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1971,41.5,32.8,37.7,35.3,398.0,394.6,421.1,327.9,470.2,505.3,178.4,155.9,2998.6,2998.7000000000003,1613.8,0.5382,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1972,13.7,1.7,7.5,178.3,420.2,470.0,544.6,384.9,444.5,263.8,413.9,180.0,3323.0,3323.1000000000004,1844.0,0.5549,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1973,18.1,20.3,30.5,29.6,418.6,488.6,371.4,370.3,357.5,247.2,349.8,289.1,2991.1,2990.9999999999995,1587.8,0.5309,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1974,22.2,43.9,17.2,301.4,353.3,343.8,257.1,456.2,321.6,398.4,372.2,74.8,2962.0,2962.1000000000004,1378.7000000000003,0.4654,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1975,276.9,27.5,8.0,24.2,362.9,706.3,173.6,357.4,351.8,373.6,323.7,99.7,3085.7,3085.5999999999995,1589.1,0.515,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1976,20.9,9.7,0.6,161.6,551.4,441.4,382.1,487.7,387.0,166.8,307.2,359.6,3276.0,3275.9999999999995,1698.2,0.5184,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1977,79.7,43.2,6.1,6.9,275.3,339.3,341.1,345.5,467.1,263.6,153.3,67.1,2388.2,2388.2,1493.0,0.6252,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1978,109.6,29.3,18.9,63.4,343.6,462.2,656.6,346.3,310.8,243.7,83.4,44.6,2712.4,2712.3999999999996,1775.8999999999999,0.6547,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1979,35.5,9.4,3.9,64.8,146.3,282.8,455.9,173.6,330.2,163.5,169.8,13.6,1849.4,1849.3,1242.5,0.6719,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1980,5.5,0.8,9.2,38.8,728.4,604.2,575.7,494.4,271.9,252.0,143.7,500.7,3625.3,3625.2999999999997,1946.2000000000003,0.5368,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1981,11.1,27.8,1.7,94.1,270.8,600.6,344.1,510.7,452.6,242.1,348.4,170.7,3074.8,3074.7,1908.0,0.6205,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1982,8.8,2.8,6.6,97.5,229.2,448.7,410.5,347.6,369.0,164.5,238.8,60.5,2384.5,2384.5,1575.8000000000002,0.6609,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1983,22.1,0.0,3.1,9.1,240.8,424.3,468.9,493.8,505.5,275.8,261.0,88.1,2792.4,2792.5000000000005,1892.5,0.6777,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1984,69.4,173.8,26.3,156.6,162.3,424.9,446.4,125.8,283.6,347.1,158.9,445.2,2820.3,2820.2999999999997,1280.6999999999998,0.4541,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1985,12.0,19.2,24.1,55.0,278.1,588.4,230.9,375.2,362.5,358.9,232.1,94.4,2630.8,2630.8,1557.0,0.5918,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1986,14.8,0.6,1.5,8.2,302.6,312.2,308.5,444.0,408.9,176.1,163.5,47.0,2187.8,2187.9,1473.6,0.6735,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1987,72.4,35.2,20.4,17.7,162.9,343.7,45.3,666.5,378.9,373.4,313.4,334.1,2764.0,2763.9,1434.4,0.519,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1988,10.2,39.9,28.0,82.7,427.5,357.4,495.6,354.2,603.3,271.4,583.0,69.9,3323.0,3323.1000000000004,1810.5,0.5448,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1989,56.0,12.8,68.1,42.6,379.3,414.9,380.1,413.2,215.9,291.8,255.0,4.0,2533.6,2533.7000000000003,1424.1000000000001,0.5621,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1990,13.4,0.2,24.6,87.5,424.6,291.0,213.2,293.3,310.4,133.6,291.1,100.3,2183.4,2183.2,1107.9,0.5075,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1991,14.1,3.8,28.0,132.9,191.3,165.7,547.2,486.5,489.9,287.6,130.1,58.5,2535.8,2535.6,1689.3000000000002,0.6662,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1992,75.9,10.9,0.0,5.1,241.7,392.0,348.2,372.3,323.7,257.3,64.3,7.2,2098.7,2098.6,1436.2,0.6844,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1993,14.9,0.0,129.9,43.7,181.4,257.1,391.7,226.7,437.0,299.3,189.0,66.7,2237.4,2237.3999999999996,1312.5,0.5866,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1994,7.2,35.5,129.4,154.6,403.2,386.3,569.7,460.5,775.1,137.5,180.3,23.8,3262.8,3263.1000000000004,2191.6,0.6716,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1995,51.8,12.5,12.1,21.1,314.8,450.4,501.4,555.8,426.4,294.7,452.9,21.6,3115.4,3115.4999999999995,1934.0,0.6208,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1996,52.2,4.8,3.4,122.7,298.0,559.2,335.5,328.0,541.6,318.5,254.2,178.8,2996.9,2996.9,1764.3000000000002,0.5887,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1997,9.5,0.0,0.2,15.6,281.1,199.5,918.5,430.6,440.2,128.7,292.8,38.4,2755.1,2755.1,1988.8,0.7219,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1998,0.9,0.0,0.0,0.0,348.9,600.0,364.5,258.9,337.8,618.6,227.8,89.0,2846.4,2846.4,1561.2,0.5485,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,1999,46.8,44.6,14.2,270.6,257.4,295.0,408.5,329.2,325.3,437.5,124.9,145.7,2699.7,2699.7,1358.0,0.503,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,2000,53.0,59.0,171.3,218.1,422.8,357.0,176.3,460.8,250.1,321.2,158.3,115.2,2763.2,2763.1,1244.1999999999998,0.4503,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,2001,89.0,15.7,143.3,30.1,705.3,370.7,341.3,469.0,334.4,267.6,222.6,91.8,3080.9,3080.7999999999997,1515.4,0.4919,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,2002,10.6,0.0,11.5,100.2,366.7,358.3,317.4,429.8,420.0,169.0,306.7,129.9,2620.2,2620.1,1525.5,0.5822,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,2003,44.3,7.9,149.2,19.4,296.3,159.9,494.9,379.4,371.9,310.4,74.1,48.0,2355.9,2355.7000000000003,1406.1,0.5969,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,2004,54.5,35.9,36.5,41.6,505.1,423.9,378.9,308.7,280.7,223.9,169.9,0.4,2460.1,2460.0000000000005,1392.2,0.5659,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,2005,0.0,0.0,20.3,51.1,305.3,452.4,429.3,311.1,507.5,293.5,300.1,283.9,2954.7,2954.5,1700.3000000000002,0.5755,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,2006,16.3,14.4,48.9,163.7,321.4,366.0,182.7,219.6,546.5,374.7,76.1,74.4,2404.7,2404.7,1314.8000000000002,0.5468,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,2007,4.9,1.6,5.0,54.6,370.0,378.3,463.2,465.3,486.4,209.4,223.9,85.6,2748.0,2748.2000000000003,1793.1999999999998,0.6525,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,2008,9.9,67.7,115.8,216.1,545.5,457.8,511.2,482.1,332.0,243.7,321.1,72.0,3374.8,3374.8999999999996,1783.1,0.5283,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,2009,24.5,6.3,44.2,136.5,313.1,633.5,297.3,351.5,344.7,272.8,66.2,48.0,2538.6,2538.6,1627.0,0.6409,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,2010,101.7,8.0,0.7,12.5,319.0,448.9,521.9,563.8,263.3,402.4,268.5,246.4,3157.1,3157.1,1797.8999999999999,0.5695,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,2011,265.9,84.8,272.8,111.4,326.5,383.2,583.2,441.5,757.1,212.3,150.8,238.5,3828.0,3828.0000000000005,2165.0,0.5656,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,2012,119.9,45.6,30.9,55.8,533.9,458.2,317.3,369.6,868.9,209.7,300.5,187.3,3497.6,3497.6,2014.0,0.5758,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,2013,67.1,37.6,43.0,46.3,509.3,777.0,564.8,336.7,473.6,455.8,354.2,92.3,3757.8,3757.7,2152.1,0.5727,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,2014,41.9,8.6,0.0,11.1,238.0,416.6,467.6,321.6,412.9,402.6,201.2,100.4,2622.4,2622.5,1618.7000000000003,0.6172,2820.286666666667,1640.4833333333333,0.5836166666666667
ANDAMAN & NICOBAR ISLANDS,2015,126.8,7.6,3.1,138.2,331.9,346.4,328.9,480.0,523.3,252.1,236.3,129.9,2904.6,2904.5,1678.6,0.5779,2820.286666666667,1640.4833333333333,0.5836166666666667
ARUNACHAL PRADESH,1916,48.1,69.8,71.1,316.1,424.6,1124.9,609.35,629.7,333.9,164.1,25.6,15.9,3354.2,3833.1500000000005,2697.85,0.7038,2729.26,1766.2900000000002,0.6434599999999999
ARUNACHAL PRADESH,1917,21.4,164.5,139.9,269.6,107.9,823.8,909.1,628.4,411.5,199.3,63.5,0.0,3354.2,3738.9,2772.8,0.7416,2729.26,1766.2900000000002,0.6434599999999999
ARUNACHAL PRADESH,1918,10.4,11.0,191.2,144.6,861.1,1609.9,1303.0,692.6,515.8,125.2,7.8,13.7,5486.3,5486.3,4121.3,0.7512,2729.26,1766.2900000000002,0.6434599999999999
ARUNACHAL PRADESH,1919,34.5,67.8,28.5,256.9,420.6,973.6,999.0,286.7,628.7,948.3,40.7,8.6,4693.9,4693.900000000001,2888.0,0.6153,2729.26,1766.2900000000002,0.6434599999999999
