train_number,train_name,train_type,source_code,dest_code,running_days,total_route_distance_km,total_halts
04601,Jammu Tawi Udhampur Special,DEMU,JAT,UHP,"SUN,MON,TUE,WED,THU,FRI,SAT",53,6
04602,UDHAMPUR JAMMUTAWI DMU,DEMU,UHP,JAT,"SUN,MON,TUE,WED,THU,FRI,SAT",53,6
04603,JAT UDAHMPUR DMU,DEMU,JAT,UHP,"SUN,MON,TUE,WED,THU,FRI,SAT",53,6
04604,UDHAMPUR JAMMUTAWI DMU,DEMU,UHP,JAT,"SUN,MON,TUE,WED,THU,FRI,SAT",53,6
04728,Mumbai BandraT-Bikaner SF Special,SF,BDTS,BKN,"SUN,MON,TUE,WED,THU,FRI,SAT",1212,185
04741,Sirsa - Hisar Passenger Special,Pass,SSA,HSR,"SUN,MON,TUE,WED,THU,FRI,SAT",82,8
04742,Hisar - Sirsa Passenger Special,Pass,HSR,SSA,"SUN,MON,TUE,WED,THU,FRI,SAT",82,7
04853,Rewari Degana Merta Special,Pass,DNA,MTD,"SUN,MON,TUE,WED,THU,FRI,SAT",44,6
04854,Degana Merta Special,Pass,MTD,DNA,"SUN,MON,TUE,WED,THU,FRI,SAT",44,6
09022,JAMMU TAWI - BANDRA TERMINUS AC Suvidha Special (Starts 5 April),SF,JAT,BDTS,"SUN,MON,TUE,WED,THU,FRI,SAT",1957,317
11017,Chalukya Express,Exp,DR,YPR,SAT,1205,175
11019,Konark Express,Exp,CSTM,BBS,"SUN,MON,TUE,WED,THU,FRI,SAT",1932,300
11020,Konark Express,Exp,BBS,CSTM,"SUN,MON,TUE,WED,THU,FRI,SAT",1932,300
11023,Sahyadri Express,Exp,CSTM,KOP,"SUN,MON,TUE,WED,THU,FRI,SAT",518,95
11024,Sahyadri Express,Exp,KOP,CSTM,"SUN,MON,TUE,WED,THU,FRI,SAT",518,95
11025,Manmad Pune Express(Via Nasik),Exp,MMR,PUNE,"SUN,MON,TUE,WED,THU,FRI,SAT",364,54
11026,Pune Manmad Express,Exp,PUNE,MMR,"SUN,MON,TUE,WED,THU,FRI,SAT",364,54
11027,Mumbai CST-Chennai Mail,Mail,CSTM,MAS,"SUN,MON,FRI",1283,204
11029,Koyna Express,Exp,CSTM,KOP,"SUN,MON,TUE,WED,THU,FRI,SAT",518,95
11030,Koyna Express,Exp,KOP,CSTM,"SUN,MON,TUE,WED,THU,FRI,SAT",518,95
11033,PUNE - DARBHANGA Gyan Ganga Exp,Exp,PUNE,DBG,WED,1948,272
11035,Dadar-Mysore Sharavati Express,Exp,DR,MYS,THU,1212,157
11036,Mysore-Dadar Sharavati Express,Exp,MYS,DR,SUN,1212,157
11037,PUNE - GORAKHPUR Exp,Exp,PUNE,GKP,THU,1771,233
11038,GORAKHPUR - PUNE Exp,Exp,GKP,PUNE,SAT,1771,233
11039,Maharashtra Express,Exp,KOP,G,"SUN,MON,TUE,WED,THU,FRI,SAT",1346,158
11039-Slip,Kolhapur-Gorakhpur Express Slip,Exp,KOP,GKP,"SUN,MON,TUE,WED,THU,FRI,SAT",2107,247
11040,Maharashtra Express,Exp,G,KOP,"SUN,MON,TUE,WED,THU,FRI,SAT",1346,158
11040-Slip,Gondia-Solapur Maharashtra Express Slip,Exp,G,SUR,"SUN,MON,TUE,WED,THU,FRI,SAT",1132,129
11041,Mumbai - Chennai Express,Exp,CSTM,MAS,"TUE,WED,THU,SAT",1283,203
11043,MUMBAI LTT - MADURAI Exp,Exp,LTT,MDU,FRI,1702,263
11044,MADURAI - MUMBAI LTT Exp,Exp,MDU,LTT,SAT,1702,263
11045,KOLHAPUR CSMT - DHANBAD Deekshabhoomi Exp,Exp,KOP,DHN,FRI,2968,376
11047,Hubli Express,Exp,MRJ,UBL,"SUN,MON,TUE,WED,THU,FRI,SAT",279,34
11048,Hubli Miraj Express,Exp,UBL,MRJ,"SUN,MON,TUE,WED,THU,FRI,SAT",279,34
11049,Ahmedabad-Kolhapur Express,Exp,ADI,KOP,SUN,961,153
11050,Kolhapur-Ahmedabad Express,Exp,KOP,ADI,SAT,961,153
11051,Solapur-Kolhapur Express,Exp,SUR,KOP,"SUN,MON,TUE,WED,THU,FRI,SAT",315,37
11052,Kolhapur Solapur Express,Exp,KOP,SUR,"SUN,MON,TUE,WED,THU,FRI,SAT",315,37
11056,GORAKHPUR - MUMBAI LTT Exp,Exp,GKP,LTT,"SUN,TUE,WED,FRI",1733,236
11057,Dadar Amritsar Express,Exp,DR,ASR,"SUN,MON,TUE,WED,THU,FRI,SAT",2037,271
11057-Slip,Dadar Amritsar Express Slip,Exp,DR,DHI,"SUN,MON,TUE,WED,THU,FRI,SAT",375,60
11058,Amritsar Dadar Express,Exp,ASR,DR,"SUN,MON,TUE,WED,THU,FRI,SAT",2037,271
11059,MUMBAI LTT - CHHAPRA Godan Exp,Exp,LTT,CPR,"TUE,THU,SAT",1772,248
11060,CHHAPRA - MUMBAI LTT Godan Exp,Exp,CPR,LTT,"MON,THU,SAT",1772,248
11062,DARBHANGA - MUMBAI LTT Pawan Exp,Exp,DBG,LTT,"SUN,MON,TUE,WED,THU,FRI,SAT",1791,278
56305,Kottayam Kollam Passenger,Pass,KTYM,QLN,"SUN,MON,TUE,WED,THU,FRI,SAT",96,14
58651,Ranchi Lohardaga Passenger,Pass,RNC,LAD,"SUN,MON,TUE,WED,THU,FRI,SAT",67,10
04858,Jodhpur Pipar Road Passenger Special,Pass,JU,PPR,"SUN,MON,TUE,WED,THU,FRI,SAT",46,7
05305,Farrukhabad-KanpurAnwarganj Passenger,Pass,FBD,CPA,"MON,THU",138,24
05306,KanpurAnwarganj-Farrukhabad Special,Exp,CPA,FBD,"WED,SAT",138,24
05650,Kamakhya - Mumbai LTT (Weekly) Special,Exp,KYQ,LTT,"SUN,MON,TUE,WED,THU,FRI,SAT",2613,334
05697,Hill Queen Express,JShtb,LMG,LFG,"SUN,MON,TUE,WED,THU,FRI,SAT",104,12
05698,Hill Queen Express,JShtb,LFG,LMG,"SUN,MON,TUE,WED,THU,FRI,SAT",104,12
06002,Kollam-Chennai Central SF Special,SF,QLN,MAS,"SUN,MON,TUE,WED,THU,FRI,SAT",858,149
06003,Chennai Central-Kollam Special,Exp,MAS,QLN,"SUN,MON,TUE,WED,THU,FRI,SAT",857,149
06004,Kollam-Chennai Central Special,Exp,QLN,MAS,"SUN,MON,TUE,WED,THU,FRI,SAT",857,149
06005,Chennai Central-Kollam SF Special,SF,MAS,QLN,"SUN,MON,TUE,WED,THU,FRI,SAT",857,149
06006,Kollam-Chennai Central SF Special,SF,QLN,MAS,"SUN,MON,TUE,WED,THU,FRI,SAT",857,149
06007,Chennai Central-Kollam SF Special,SF,MAS,QLN,"SUN,MON,TUE,WED,THU,FRI,SAT",858,149
06008,KollamChennai Central SF Special,SF,QLN,MAS,"SUN,MON,TUE,WED,THU,FRI,SAT",858,149
06009,Chennai CentralKollam SF Special,SF,MAS,QLN,"SUN,MON,TUE,WED,THU,FRI,SAT",858,149
06011,Chennai Central Kollam (Weekly) SF Special,SF,MAS,QLN,"SUN,MON,TUE,WED,THU,FRI,SAT",858,149
06201,Mysore-Sainagar Shirdi Special,Exp,MYS,SNSI,"SUN,MON,TUE,WED,THU,FRI,SAT",1304,158
06202,Sainagar Shirdi - Mysore Special,Exp,SNSI,MYS,"SUN,MON,TUE,WED,THU,FRI,SAT",1304,158
06215,Mysore Nanjangud Town passenger,Pass,MYS,NTW,"SUN,MON,TUE,WED,THU,FRI,SAT",25,7
06216,Nanjangud Town Mysore Passenger,Pass,NTW,MYS,"SUN,MON,TUE,WED,THU,FRI,SAT",25,7
06228,Shimoga Mysore Express,Exp,SMET,MYS,"SUN,MON,TUE,WED,THU,FRI,SAT",276,21
06301,Nagercoil-Mangalore Special,Exp,NCJ,MAJN,"SUN,MON,TUE,WED,THU,FRI,SAT",711,133
06302,Mangalore-Nagercoil Special,Exp,MAJN,NCJ,"SUN,MON,TUE,WED,THU,FRI,SAT",711,133
06501,Yesvantpur - Ahmedabad Garib Rath Special,GR,YPR,ADI,"SUN,MON,TUE,WED,THU,FRI,SAT",1719,252
06502,Ahmedabad -Yesvantpur Garib Rath Special,GR,ADI,YPR,"SUN,MON,TUE,WED,THU,FRI,SAT",1719,252
06535,Bijapur Express,Exp,YPR,BJP,"MON,TUE,WED,THU,FRI,SAT",712,93
06536,Bijapur-Yesvantpur Special,Exp,BJP,YPR,"MON,TUE,WED,THU,FRI,SAT",712,93
06591,Yesvantpur-Hosur Passenger Special,Pass,YPR,HSRA,"MON,TUE,WED,THU,FRI,SAT",67,10
06592,Hosur-Yesvantpur Passenger,Pass,HSRA,YPR,"MON,TUE,WED,THU,FRI,SAT",67,10
06594,Hosur-Yesvantpur Passenger Special,Pass,HSRA,YPR,"MON,TUE,WED,THU,FRI,SAT",67,10
06595,Yesvantpur-Devanhalli Special,Pass,YPR,DHL,"SUN,MON,TUE,WED,THU,FRI,SAT",36,7
06596,Devanahalli-Yesvantpur Special,Pass,DHL,YPR,"SUN,MON,TUE,WED,THU,FRI,SAT",36,7
06617,Coimbatore-Nagercoil Special,Exp,CBE,NCJ,"SUN,MON,TUE,WED,THU,FRI,SAT",497,89
06618,Nagercoil-Coimbatore Special,Exp,NCJ,CBE,"SUN,MON,TUE,WED,THU,FRI,SAT",497,89
06621,Coimbatore-Yesvantpur SF Special,SF,CBE,YPR,"SUN,MON,TUE,WED,THU,FRI,SAT",440,58
06622,Yesvantpur-Coimbatore SF Special,SF,YPR,CBE,"SUN,MON,TUE,WED,THU,FRI,SAT",440,58
06837,Karaikkudi Manamadurai Passenger,Pass,KKDI,MNM,"SUN,MON,TUE,WED,THU,FRI,SAT",61,9
06838,Manamadurai Karaikkudi Passenger,Pass,MNM,KKDI,"SUN,MON,TUE,WED,THU,FRI,SAT",61,9
06839,Tiruchirappalli Karaikkudi Passenger Special,Pass,TPJ,KKDI,"SUN,MON,TUE,WED,THU,FRI,SAT",90,13
06840,Karaikkudi-Tiruchirappalli Passenger Special,Pass,KKDI,TPJ,"SUN,MON,TUE,WED,THU,FRI,SAT",90,13
06948,Hubli Jn - Vasco Da Gama Link Express,Exp,UBL,VSG,"SUN,MON,TUE,WED,THU,FRI,SAT",236,32
07003,Hyderabad-Korba Special,Exp,HYB,KRBA,SUN,996,119
07004,Korba-Hyderabad Special,Exp,KRBA,HYB,MON,999,119
07105,Ajmer - Hyderabad Special,Exp,AII,HYB,"SUN,MON,TUE,WED,THU,FRI,SAT",2033,246
40005,Chennai Beach Tambaram EMU,MEMU,MSB,TBM,"SUN,MON,TUE,WED,THU,FRI,SAT",29,19
55138,Shahganj Ballia Passenger,Pass,SHG,BUI,"SUN,MON,TUE,WED,THU,FRI,SAT",168,20
56393,Kottayam Kollam Passenger,Pass,KTYM,QLN,"SUN,MON,TUE,WED,THU,FRI,SAT",96,14
24041,DELHI SARAI ROHILLA - KOTDWAR Mussoorie Exp,Express,NBD,KTW,"SUN,MON,TUE,WED,THU,FRI,SAT",0,4
07144,Shahu Maharaj T. Kolhapur - Hyderabad Special,Exp,KOP,HYB,"SUN,MON,TUE,WED,THU,FRI,SAT",998,127
07301,Mysore Shimoga Express,Exp,MYS,SMET,"SUN,MON,TUE,WED,THU,FRI,SAT",276,21
07403,Adilabad-Nanded Special,Pass,ADB,NED,"SUN,MON,TUE,WED,THU,FRI,SAT",185,20
07404,Nanded-Adilabad Special,Pass,NED,ADB,"SUN,MON,TUE,WED,THU,FRI,SAT",185,20
07603,Kacheguda Kamareddi Special,Pass,KCG,KMC,"SUN,MON,TUE,WED,THU,FRI,SAT",114,32
07605,Kamareddi-Nizamabad Passenger Special,Pass,KMC,NZB,FRI,52,6
07606,Nizamabad-Kamareddi Special,Pass,NZB,KMC,"SUN,MON,TUE,WED,THU,FRI,SAT",52,6
07607,Secunderabad - Mancherial Special,Exp,SC,MCI,"SUN,MON,TUE,WED,THU,FRI,SAT",239,29
07608,Mancherial - Secunderabad Special,Exp,MCI,SC,"SUN,MON,TUE,WED,THU,FRI,SAT",239,29
08001,Kharagpur-Jhargram Express Special,Exp,KGP,JGM,"SUN,MON,TUE,WED,THU,FRI,SAT",39,7
08002,Jhargram-Kharagpur Special,Exp,JGM,KGP,"SUN,MON,TUE,WED,THU,FRI,SAT",39,7
08004,Mysore - Howrah Special,Exp,MYS,HWH,"SUN,MON,TUE,WED,THU,FRI,SAT",2111,312
08017,Kharagpur- Jhargram MEMU Special,MEMU,KGP,JGM,"SUN,MON,TUE,WED,THU,FRI,SAT",38,7
08018,Jhargram - Kharagpur MEMU Special,MEMU,JGM,KGP,"SUN,MON,TUE,WED,THU,FRI,SAT",38,7
08043,Kolkata Shalimar-Haridwar Puja Special,Exp,SHM,HW,"SUN,MON,TUE,WED,THU,FRI,SAT",1595,237
08051,Kharagpur- Jhargram MEMU Special,MEMU,KGP,JGM,"MON,TUE,WED,THU,FRI,SAT",38,7
08052,Jhargram - Kharagpur MEMU Special,MEMU,JGM,KGP,"MON,TUE,WED,THU,FRI,SAT",38,7
08055,Shalimar-Tirupati Special,SF,SHM,TPTY,"SUN,MON,TUE,WED,THU,FRI,SAT",1616,265
08113,Tatanagar Bilaspur Passenger,Pass,TATA,BSP,"SUN,MON,TUE,WED,THU,FRI,SAT",470,60
08114,Bilaspur Tatanagar Passenger,Pass,BSP,TATA,"SUN,MON,TUE,WED,THU,FRI,SAT",470,60
08469,Puri-Bangalore weekly Garib Rath special,GR,PURI,SBC,"SUN,MON,TUE,WED,THU,FRI,SAT",1529,208
08470,Bangalore-Puri Garib Rath Special,GR,SBC,PURI,"SUN,MON,TUE,WED,THU,FRI,SAT",1529,208
08471,Bhubaneswar - Tirupati Weekly Special,Exp,BBS,TPTY,MON,1205,180
08472,Tirupati - Bhubaneswar Weekly Special,Exp,TPTY,BBS,TUE,1205,180
08565,Visakhapatnam-Secunderabad Special,Exp,VSKP,SC,"SUN,MON,TUE,WED,THU,FRI,SAT",701,102
08566,Secunderabad Vishakaptnam Special,Exp,SC,VSKP,"SUN,MON,TUE,WED,THU,FRI,SAT",701,102
08567,Visakhapatnam Sainagar Shirdi special,Exp,VSKP,SNSI,"SUN,MON,TUE,WED,THU,FRI,SAT",1403,190
08568,Shirdi-Visakhapatnam Weekly Special,Exp,SNSI,VSKP,"SUN,MON,TUE,WED,THU,FRI,SAT",1405,190
08569,Visakhapatnam-Kollam Sabarimalai Special,Exp,VSKP,QLN,"SUN,MON,TUE,WED,THU,FRI,SAT",1568,239
08786,Dalli Rajhara Durg Pass,Pass,DRZ,DURG,"SUN,MON,TUE,WED,THU,FRI,SAT",88,9
08787,Raipur-Durg Special,Pass,R,DURG,"SUN,MON,TUE,WED,THU,FRI,SAT",37,9
08788,Durg-Raipur Special,Pass,DURG,R,"SUN,MON,TUE,WED,THU,FRI,SAT",37,9
09002,Ahmedabad Mumbai Central Superfast Special,SF,ADI,BCT,"SUN,MON,TUE,WED,THU,FRI,SAT",491,99
09021,BANDRA TERMINUS - JAMMU TAWI AC Suvidha Special (Starts 4 April),SF,BDTS,JAT,"SUN,MON,TUE,WED,THU,FRI,SAT",1955,317
09051,Valsad-Varanasi Weekly Special,Exp,BL,BSB,"MON,WED,SAT",1467,179
09221,Porbandar Secunderabad Weekly Special,Exp,PBR,SC,"SUN,MON,TUE,WED,THU,FRI,SAT",1694,248
09561,Bandra Terminus Okha Weekly Special,Exp,BDTS,OKHA,"SUN,MON,TUE,WED,THU,FRI,SAT",980,151
09733,Hanumangarh Kota Special,Exp,HMH,KOTA,"SUN,MON,TUE,WED,THU,FRI,SAT",852,85
09734,Kota Hanumangarh Special,Exp,KOTA,HMH,"SUN,MON,TUE,WED,THU,FRI,SAT",852,85
11015,Kushinagar Express,Exp,LTT,GKP,FRI,1680,217
12084,Coimbatore-Mayiladuturai Jan Shatabdi,JShtb,CBE,MV,"SUN,MON,TUE,WED,THU,FRI,SAT",362,66
13401,InterCity Express,Exp,BGP,DNR,"SUN,MON,TUE,WED,THU,FRI,SAT",231,45
13410,InterCity Express,Exp,BGP,MLDT,"SUN,MON,TUE,WED,THU,FRI,SAT",178,23
40007,Chennai Beach Tambaram EMU(12 Car),MEMU,MSB,TBM,"SUN,MON,TUE,WED,THU,FRI,SAT",33,19
56320,Coimbatore Nagercoil Passenger,Pass,CBE,NCJ,"SUN,MON,TUE,WED,THU,FRI,SAT",532,60
08785,Durg Dalli Rajhara Pass,Pass,DURG,DRZ,"SUN,MON,TUE,WED,THU,FRI,SAT",88,9
01494,Bijapur Hubli Special,Exp,BJP,UBL,"SUN,MON,TUE,WED,THU,FRI,SAT",249,33
09222,Secunderabad-Porbandar Weekly Special,Exp,SC,PBR,"SUN,MON,TUE,WED,THU,FRI,SAT",1683,248
09405,Ahmedabad Yesvantpur (Weekly) Special,Exp,ADI,YPR,"SUN,MON,TUE,WED,THU,FRI,SAT",1556,217
09406,Yeshwantpur-Ahmedabad Special,Exp,YPR,ADI,"SUN,MON,TUE,WED,THU,FRI,SAT",1581,217
09562,Okha - Bandra Terminus Weekly Special,Exp,OKHA,BDTS,"SUN,MON,TUE,WED,THU,FRI,SAT",980,151
09621,Ajmer Jaipur SF Special,SF,AII,JP,SUN,135,19
09622,Jaipur Ajmer SF Special,SF,JP,AII,MON,135,19
09715,Jaipur Solapur (Weekly) Special,Exp,JP,SUR,"SUN,MON,TUE,WED,THU,FRI,SAT",1744,197
09716,Solapur - Jaipur Special,Exp,SUR,JP,"SUN,MON,TUE,WED,THU,FRI,SAT",1744,197
09721,Jaipur Delhi Sarai Rohilla SF Special,SF,JP,DEE,"SUN,MON,TUE,WED,THU,FRI,SAT",303,51
09724,Jaipur - Sabarmati SF Holiday Spl,SF,JP,SBI,THU,620,95
09727,Indore-Jaipur Special,Exp,INDB,JP,"SUN,MON,TUE,WED,THU,FRI,SAT",599,67
09728,Jaipur-Indore Special,Exp,JP,INDB,"SUN,MON,TUE,WED,THU,FRI,SAT",599,67
09735,Secunderabad-Jaipur Special,Exp,SC,JP,"SUN,MON,TUE,WED,THU,FRI,SAT",1666,186
09736,Jaipur - Secunderabad (Weekly) Special,Exp,JP,SC,"SUN,MON,TUE,WED,THU,FRI,SAT",1669,186
09741,Rewari - Delhi Sarai Rohilla (Daily) Special,Exp,RE,DEE,"SUN,MON,TUE,WED,THU,FRI,SAT",78,19
09742,Delhi Sarai Rohilla - Rewari (Daily) Special,Exp,DEE,RE,"SUN,MON,TUE,WED,THU,FRI,SAT",78,19
09761,Surathgarh Anupgarh Passenger,Pass,APH,SOG,"SUN,MON,TUE,WED,THU,FRI,SAT",78,8
09762,Suratgarh - Anupgarh Passenger Special,Pass,SOG,APH,"SUN,MON,TUE,WED,THU,FRI,SAT",76,6
09763,Surathgarh Anupgarh Passenger,Pass,APH,SOG,"SUN,MON,TUE,WED,THU,FRI,SAT",78,8
09764,Suratgarh - Anupgarh Passenger Special,Pass,SOG,APH,"SUN,MON,TUE,WED,THU,FRI,SAT",78,8
09765,Phulera Rewari Passenger Special,Pass,FL,RE,"SUN,MON,TUE,WED,THU,FRI,SAT",216,28
09766,Rewari-Phulera Passenger Special,Pass,RE,FL,"SUN,MON,TUE,WED,THU,FRI,SAT",216,28
10001,Satpura Express,Exp,BTC,JBP,"SUN,MON,TUE,WED,THU,FRI,SAT",187,18
10002,Satpura Express,Exp,JBP,BTC,"SUN,MON,TUE,WED,THU,FRI,SAT",187,18
10103,MUMBAI CST - MADGAON Mandovi Exp,Exp,CSTM,MAO,"SUN,MON,TUE,WED,THU,FRI,SAT",765,75
10104,MADGAON - MUMBAI CST Mandovi Exp,Exp,MAO,CSTM,"SUN,MON,TUE,WED,THU,FRI,SAT",765,75
10111,MUMBAI CST - MADGAON Konkan Knaya Exp,Exp,CSTM,MAO,"SUN,MON,TUE,WED,THU,FRI,SAT",765,75
10112,MADGAON - MUMBAI CST Konkan Knaya Exp,Exp,MAO,CSTM,"SUN,MON,TUE,WED,THU,FRI,SAT",765,75
10215,Madgaon Ernakulam Weekly Super Fast Express,Exp,MAO,ERS,SUN,850,105
10216,Ernakulam Madgaon Weekly SF Express,Exp,ERS,MAO,MON,850,105
11003,DADAR - SAWANTWADI RD Rajya Rani Exp,Exp,DR,SWV,"SUN,MON,TUE,WED,THU,FRI,SAT",646,60
11004,SAWANTWADI RD - DADAR Rajya Rani Exp,Exp,SWV,DR,"SUN,MON,TUE,WED,THU,FRI,SAT",646,60
11007,Deccan Express,Exp,CSTM,PUNE,"SUN,MON,TUE,WED,THU,FRI,SAT",192,55
11009,Sinhagad Express,Exp,CSTM,PUNE,"SUN,MON,TUE,WED,THU,FRI,SAT",192,55
11010,Sinhagad Express,Exp,PUNE,CSTM,"SUN,MON,TUE,WED,THU,FRI,SAT",192,55
11011,Mahalaxmi Express,Exp,CSTM,KOP,"SUN,MON,TUE,WED,THU,FRI,SAT",518,95
11012,Mahalaxmi Express,Exp,KOP,CSTM,"SUN,MON,TUE,WED,THU,FRI,SAT",518,95
11014,Coimbatore Mumbai LTT Express,Exp,CBE,LTT,"SUN,MON,TUE,WED,THU,FRI,SAT",1518,197
11016,Kushinagar Express,Exp,GKP,LTT,SUN,1680,217
11018,Chalukya Express,Exp,YPR,DR,MON,1205,175
15212,AMRITSAR - DARBHANGA Jan Nayak Exp,Exp,ASR,DBG,"SUN,MON,TUE,WED,THU,FRI,SAT",1499,246
40013,Chennai Beach Tambaram EMU(12 Car),MEMU,MSB,TBM,"SUN,MON,TUE,WED,THU,FRI,SAT",33,19
56304,Nagercoil Kottayam Passenger,Pass,NCJ,KTYM,"SUN,MON,TUE,WED,THU,FRI,SAT",231,44
56386,Kottayam Ernakulam Passenger,Pass,KTYM,ERS,"SUN,MON,TUE,WED,THU,FRI,SAT",60,12
56390,Kottayam Ernakulam Passenger,Pass,KTYM,ERS,"SUN,MON,TUE,WED,THU,FRI,SAT",60,12
02082,Loharu - Jaipur Passenger Spl (MG),Pass,LHU,JP,"SUN,MON,TUE,WED,THU,FRI,SAT",229,28
02083,Jaipur-Loharu MG Passenger Special,Pass,JP,LHU,"SUN,MON,TUE,WED,THU,FRI,SAT",229,28
02084,Loharu - Jaipur Passenger Spl (MG),Pass,LHU,JP,"SUN,MON,TUE,WED,THU,FRI,SAT",230,24
02085,Jaipur - Churu Passenger Spl (MG),Pass,JP,CUR,"SUN,MON,TUE,WED,THU,FRI,SAT",198,23
02086,Churu - Jaipur Passenger Spl (MG),Pass,CUR,JP,"SUN,MON,TUE,WED,THU,FRI,SAT",198,23
02087,Jaipur - Churu Passenger Spl (MG),Pass,JP,CUR,"SUN,MON,TUE,WED,THU,FRI,SAT",198,23
02088,Churu - Jaipur Passenger Spl (MG),Pass,CUR,JP,"SUN,MON,TUE,WED,THU,FRI,SAT",198,23
02089,Sikar - Churu Passenger Spl (MG),Pass,SIKR,CUR,"SUN,MON,TUE,WED,THU,FRI,SAT",90,9
02090,Sikar - Churu Passenger Spl (MG),Pass,CUR,SIKR,"SUN,MON,TUE,WED,THU,FRI,SAT",90,9
02093,Jaipur Loharu Passenger,Pass,JP,LHU,"SUN,MON,TUE,WED,THU,FRI,SAT",229,28
02411,Ratangarh-Sardarshahar Passenger,Pass,RTGH,SRDR,"SUN,MON,TUE,WED,THU,FRI,SAT",46,3
02412,Sardarshahr-Ratangarh Passenger Special,Pass,SRDR,RTGH,"SUN,MON,TUE,WED,THU,FRI,SAT",46,3
02413,Sadulpur-Shri Ganganagar Passenger Special,Pass,SDLP,SGNR,"SUN,MON,TUE,WED,THU,FRI,SAT",246,20
02423,Dibrugarh Guwahati Rajdhani Express,Raj,DBRT,GHY,"SUN,MON,TUE,WED,THU,FRI,SAT",564,80
02424,Guwahati Dibrugarh Rajdhani Express,Raj,GHY,DBRT,"SUN,MON,TUE,WED,THU,FRI,SAT",564,80
02435,Dibrugarh Guwahati Rajdhani Express,Raj,DBRT,GHY,"SUN,MON,TUE,WED,THU,FRI,SAT",564,80
02436,Guwahati Dibrugarh Rajdhani Express,Raj,GHY,DBRT,"SUN,MON,TUE,WED,THU,FRI,SAT",564,80
02451,Kalka Shimla Holiday Special,Pass,KLK,SML,"SUN,MON,TUE,WED,THU,FRI,SAT",95,19
02452,Shimla Kalka Holiday Special,Pass,SML,KLK,"SUN,MON,TUE,WED,THU,FRI,SAT",96,19
02453,Kalka Shimla Holiday Special,Pass,KLK,SML,"SUN,MON,TUE,WED,THU,FRI,SAT",95,19
02454,Shimla Kalka Holiday Special,Pass,SML,KLK,"SUN,MON,TUE,WED,THU,FRI,SAT",96,19
02779,Vasco da Gama Bangalore Link Express,SF,VSG,SBC,"SUN,MON,TUE,WED,THU,FRI,SAT",705,97
03283,Rajendra Nagar-Tatanagar Special,Exp,RJPB,TATA,"SUN,MON,TUE,WED,THU,FRI,SAT",496,81
03284,Tatanagar-Rajendra Nagar Special,Exp,TATA,RJPB,"SUN,MON,TUE,WED,THU,FRI,SAT",496,81
03686,Delhi Gaya S,SF,DLI,GAYA,"SUN,MON,TUE,WED,THU,FRI,SAT",972,136
04011,Sainagar Shirdi - H. Nizamuddin (Weekly) Special,Exp,SNSI,NZM,"SUN,MON,TUE,WED,THU,FRI,SAT",1361,158
04031,Delhi-Panipat Special,Exp,DLI,PNP,"SUN,MON,TUE,WED,THU,FRI,SAT",89,19
04032,Panipat Delhi Special,Exp,PNP,DLI,"SUN,MON,TUE,WED,THU,FRI,SAT",89,19
04053,Anand Vihar T.-Jammu Tawi Special,Exp,ANVT,JAT,"SUN,MON,TUE,WED,THU,FRI,SAT",633,89
04054,Jammu Tawi-Anand Vihar Special,Exp,JAT,ANVT,"SUN,MON,TUE,WED,THU,FRI,SAT",633,89
04115,Allahabad - Mumbai LTT (Weekly) Special,Exp,ALD,LTT,THU,1533,194
02081,Jaipur Luharu Special,Exp,JP,LHU,"SUN,MON,TUE,WED,THU,FRI,SAT",229,28
04116,Mumbai LTT-Allahabad Special,Exp,LTT,ALD,FRI,1533,194
04201,Lucknow -New Delhi Special,Exp,LKO,NDLS,"SUN,MON,TUE,WED,THU,FRI,SAT",493,79
04202,New Delhi-Lucknow tri-weekly Special,Exp,NDLS,LKO,"SUN,MON,TUE,WED,THU,FRI,SAT",493,79
04203,Varanasi-Old Delhi Special,Exp,BSB,DLI,MON,770,111
11067-Slip,Saket Express Slip,Exp,LTT,RBL,"SUN,MON,TUE,WED,THU,FRI,SAT",1502,187
11108,Varanasi-Gwalior Bundelkhand Express,Exp,BSB,GWL,"SUN,MON,TUE,WED,THU,FRI,SAT",624,67
11109,Jhansi-Lucknow Intercity Express,Exp,JHS,LKO,"SUN,MON,TUE,WED,THU,FRI,SAT",292,39
11110,Lucknow-Jhansi InterCity,Exp,LKO,JHS,"SUN,MON,TUE,WED,THU,FRI,SAT",292,39
11123,Barauni-Gwalior Mail,Mail,BJU,GWL,"SUN,MON,TUE,WED,THU,FRI,SAT",1055,146
11124,Gwalior Barauni Mail,Mail,GWL,BJU,"SUN,MON,TUE,WED,THU,FRI,SAT",1055,146
11125,Indore Gwalior Express,Exp,INDB,GWL,"SUN,MON,WED,THU",562,39
11126,Gwalior Indore Express,Exp,GWL,INDB,"MON,TUE,THU,FRI",562,39
11454,Prerna Express,Exp,NGP,ADI,"SUN,MON,TUE,WED,THU,FRI,SAT",959,134
52071,BARI SADRI - MAVLI PASSENGER,Pass,BI,MVJ,"SUN,MON,TUE,WED,THU,FRI,SAT",82,7
11063-Slip,Chennai Salem Express Slip,Exp,MS,MTDM,"SUN,MON,TUE,WED,THU,FRI,SAT",393,62
11065,MUMBAI LTT - DARBHANGA Pawan Exp,Exp,LTT,DBG,"SUN,MON,TUE,WED,THU,FRI,SAT",1880,273
