train_number,train_name,train_type,source_code,dest_code,running_days,total_route_distance_km,total_halts
12662,SENGOTTAI - CHENNAI EGMORE Pothigai SF Exp,SF,SCT,MS,"SUN,MON,TUE,WED,THU,FRI,SAT",670,110
12664,Tiruchirappalli-Howrah Express,SF,TPJ,HWH,"TUE,FRI",2025,355
15605,Jorhat Town InterCity Express,Exp,GHY,MXN,"SUN,MON,TUE,WED,THU,FRI,SAT",405,55
40011,Chennai Beach Tambaram EMU(12 Car),MEMU,MSB,TBM,"SUN,MON,TUE,WED,THU,FRI,SAT",33,19
12617,ERNAKULAM - NEW DELHI H NIZAMUDDIN Mangala Lakshadweep Exp,SF,ERS,NZM,"SUN,MON,TUE,WED,THU,FRI,SAT",3067,371
12618,NEW DELHI H NIZAMUDDIN - ERNAKULAM Mangala Lakshadweep Exp,SF,NZM,ERS,"SUN,MON,TUE,WED,THU,FRI,SAT",3067,369
12621,Tamil Nadu Express,SF,MAS,NDLS,"SUN,MON,TUE,WED,THU,FRI,SAT",2184,274
12627,Karnataka Express,SF,SBC,NDLS,"SUN,MON,TUE,WED,THU,FRI,SAT",2406,276
12631,CHENNAI EGMORE - TIRUNELVELI Nellai SF Exp,SF,MS,TEN,"SUN,MON,TUE,WED,THU,FRI,SAT",653,111
12632,TIRUNELVELI - CHENNAI EGMORE Nellai SF Exp,SF,TEN,MS,"SUN,MON,TUE,WED,THU,FRI,SAT",653,111
12634,KANNIYAKUMARI - CHENNAI EGMORE SF Exp,SF,CAPE,MS,"SUN,MON,TUE,WED,THU,FRI,SAT",742,122
12639,CHENNAI CENT - BANGALORE Brindavan Exp,SF,MAS,SBC,"SUN,MON,TUE,WED,THU,FRI,SAT",362,75
12642,D H NIZAMUDDIN - KANYAKUMARI Thirukkural Exp,SF,NZM,CAPE,"MON,SAT",2919,435
12645,Millennium Expres,SF,ERS,NZM,SAT,2809,353
12646,Millennium Express,SF,NZM,ERS,TUE,2809,353
12647,Kongu Express,SF,CBE,NZM,SUN,2671,313
12648,Kongu Express,SF,NZM,CBE,WED,2671,313
12655,Navjeevan Express,SF,ADI,MAS,"SUN,MON,TUE,WED,THU,FRI,SAT",1893,261
12656,Navajivan Express,SF,MAS,ADI,"SUN,MON,TUE,WED,THU,FRI,SAT",1893,261
12659,Gurudev Express,SF,NCJ,SHM,SUN,2583,416
12660,Shalimar-Nagercoil Gurudev Express,SF,SHM,NCJ,WED,2583,416
12667,CHENNAI EGMORE - NAGERCOIL SF Exp,SF,MS,NCJ,THU,727,120
12668,NAGERCOIL - CHENNAI EGMORE SF Exp,SF,NCJ,MS,FRI,727,120
12673,Cheran Express,SF,MAS,CBE,"SUN,MON,TUE,WED,THU,FRI,SAT",497,91
12674,Cheran Express,SF,CBE,MAS,"SUN,MON,TUE,WED,THU,FRI,SAT",497,91
12675,Kovai Express,SF,MAS,CBE,"SUN,MON,TUE,WED,THU,FRI,SAT",497,91
12676,Kovai Express,SF,CBE,MAS,"SUN,MON,TUE,WED,THU,FRI,SAT",497,91
12677,Bangalore City - Ernakulam Intercity SF Express,SF,SBC,ERS,"SUN,MON,TUE,WED,THU,FRI,SAT",587,78
12678,Ernakulam-BangaloreCity Intercity Express,SF,ERS,SBC,"SUN,MON,TUE,WED,THU,FRI,SAT",587,78
12679,ChennaiCentral-Coimbatore InterCity,SF,MAS,CBE,"SUN,MON,TUE,WED,THU,FRI,SAT",497,91
12680,Coimbatore-Chennai Central InterCity SF Express,SF,CBE,MAS,"SUN,MON,TUE,WED,THU,FRI,SAT",497,91
12681,Chennai-Coimbatore Express,SF,MAS,CBE,SAT,497,91
12682,Coimbatore-Chennai Express,SF,CBE,MAS,FRI,497,91
12683,ERNAKULAM - BANGALORE SF Exp,SF,ERS,SBC,"SUN,MON,WED",625,94
12695,Chennai-Trivandrum SuperFast Express,SF,MAS,TVC,"SUN,MON,TUE,WED,THU,FRI,SAT",922,166
12696,Trivandrum-Chennai Superfast Express,SF,TVC,MAS,"SUN,MON,TUE,WED,THU,FRI,SAT",922,165
12697,Chennai-Thiruvananthapuram Express,SF,MAS,TVC,SUN,909,162
12698,Thiruvananthapuram Central Chennai Central weekly express,SF,TVC,MAS,SAT,909,161
12701,Hussain Sagar Express,SF,CSTM,HYB,"SUN,MON,TUE,WED,THU,FRI,SAT",790,138
12702,Hussain Sagar Express,SF,HYB,CSTM,"SUN,MON,TUE,WED,THU,FRI,SAT",790,138
12703,Howrah - Secunderabad Falaknuma SF Express,SF,HWH,SC,"SUN,MON,TUE,WED,THU,FRI,SAT",1545,245
12704,Falaknuma Express,SF,SC,HWH,"SUN,MON,TUE,WED,THU,FRI,SAT",1545,245
12707,Andhra Pradesh Sampark Kranti Express,SKr,TPTY,NZM,"MON,WED,FRI",2302,276
12708,Andhra Pradesh Sampark Kranti Express,SKr,NZM,TPTY,"SUN,WED,FRI",2302,276
12710,Simhapuri SF Express,SF,SC,GDR,"SUN,MON,TUE,WED,THU,FRI,SAT",644,88
12711,Pinakini Express,SF,BZA,MAS,"SUN,MON,TUE,WED,THU,FRI,SAT",431,72
12712,Pinakini Express,SF,MAS,BZA,"SUN,MON,TUE,WED,THU,FRI,SAT",431,72
12714,Satavahana Express,SF,SC,BZA,"SUN,MON,TUE,WED,THU,FRI,SAT",351,43
12715,Sachkhand SF Express,SF,NED,ASR,"SUN,MON,TUE,WED,THU,FRI,SAT",2081,257
15718,Mariani-Guwahati Intercity Express,Exp,MXN,GHY,"SUN,MON,TUE,WED,THU,FRI,SAT",404,50
40015,Chennai Beach Tambaram EMU(12 Car),MEMU,MSB,TBM,"SUN,MON,TUE,WED,THU,FRI,SAT",33,19
52473,PATHANKOT - JOGINDER NAGAR PASSENGER,Pass,PTK,JDNX,"SUN,MON,TUE,WED,THU,FRI,SAT",170,34
12666,KANYAKUMARI - KOL HOWRAH Weekly Exp,SF,CAPE,HWH,SAT,2431,420
12669,CHENNAI CENTRAL - CHHAPRA Ganga Kaveri Exp,SF,MAS,CPR,"MON,SAT",2343,327
12670,CHHAPRA - CHENNAI CENTRAL Ganga Kaveri Exp,SF,CPR,MAS,"MON,WED",2343,327
12671,Nilgiri (Blue Mountain) Express,SF,MAS,MTP,"SUN,MON,TUE,WED,THU,FRI,SAT",532,95
12672,Nilgiri (Blue Mountain) Express,SF,MTP,MAS,"SUN,MON,TUE,WED,THU,FRI,SAT",532,95
12685,Chennai - Mangalore Express,SF,MAS,MAQ,"SUN,MON,TUE,WED,THU,FRI,SAT",889,158
12686,Mangalore - Chennai Express,SF,MAQ,MAS,"SUN,MON,TUE,WED,THU,FRI,SAT",889,158
12687,Chennai Dehradun Express,SF,MAS,DDN,"SUN,MON,TUE,WED,THU,FRI,SAT",2488,317
12688,Dehradun Chennai Express,SF,DDN,MAS,"SUN,MON,TUE,WED,THU,FRI,SAT",2488,317
12690,NAGERCOIL - CHENNAI SF Exp,SF,NCJ,MAS,SUN,927,153
12691,CHENNAI - SSP NILAYAM SF Exp,SF,MAS,SSPN,FRI,529,96
12692,SSP NILAYAM - CHENNAI SF Exp,SF,SSPN,MAS,SAT,529,96
12693,CHENNAI EGMORE - TUTICORIN Pearl City SF Exp,SF,MS,TN,"SUN,MON,TUE,WED,THU,FRI,SAT",656,113
12694,TUTICORIN - CHENNAI EGMORE Pearl City SF Exp,SF,TN,MS,"SUN,MON,TUE,WED,THU,FRI,SAT",656,113
12705,Guntur-Secunderabad SF Intercity,SF,GNT,SC,"SUN,MON,TUE,WED,THU,FRI,SAT",383,47
12706,Secunderabad-Guntur SF Intercity,SF,SC,GNT,"SUN,MON,TUE,WED,THU,FRI,SAT",383,47
12716,Sachkhand SF Express,SF,ASR,NED,"SUN,MON,TUE,WED,THU,FRI,SAT",2081,257
12719,AJMER - HYDERABAD DECCAN SF Exp,SF,AII,HYB,"WED,FRI",1711,248
12720,HYDERABAD DECCAN - AJMER SF Exp,SF,HYB,AII,"MON,WED",1711,250
12725,Siddhaganga Intercity Express,SF,SBC,DWR,"SUN,MON,TUE,WED,THU,FRI,SAT",490,67
12726,Siddhaganga InterCity Express,SF,DWR,SBC,"SUN,MON,TUE,WED,THU,FRI,SAT",490,67
12731,Tirupati-Secunderabad Express,SF,TPTY,SC,"SUN,THU",801,93
12732,Secunderabad-Tirupati Express,SF,SC,TPTY,"WED,SAT",801,93
12733,Narayanadri Express,SF,TPTY,SC,"SUN,MON,TUE,WED,THU,FRI,SAT",661,86
12734,Narayanadri Express,SF,SC,TPTY,"SUN,MON,TUE,WED,THU,FRI,SAT",661,86
12737,Gowthami SF Express,SF,COA,SC,"SUN,MON,TUE,WED,THU,FRI,SAT",566,84
12738,Secunderabad - Kakinada Gowthami SF Express,SF,SC,COA,"SUN,MON,TUE,WED,THU,FRI,SAT",566,84
12740,Secunderabad-Visakhapatnam Garib Rath,GR,SC,VSKP,"SUN,MON,TUE,WED,THU,FRI,SAT",701,102
12741,VASCO DA GAMA - PATNA SF Exp,SF,VSG,PNBE,WED,2419,295
12742,PATNA - VASCO DA GAMA SF Exp,SF,PNBE,VSG,SAT,2419,291
12747,Palnadu Express,SF,GNT,VKB,"SUN,MON,TUE,WED,THU,FRI,SAT",353,50
12748,Palnadu Express,SF,VKB,GNT,"SUN,MON,TUE,WED,THU,FRI,SAT",353,50
12750,Mumbai LTT-Visakhapatnam SF Express,SF,LTT,VSKP,"SUN,MON,TUE,WED,THU,FRI,SAT",1502,235
12751,Manuguru-Secunderabad Tri Weekly SF Express,SF,MUGR,SC,"SUN,MON,TUE,WED,THU,FRI,SAT",331,36
12752,Secunderabad-Manuguru SF Express,SF,SC,MUGR,"SUN,MON,TUE,WED,THU,FRI,SAT",331,36
12753,Chennai-NewJalpaiguri SF Express,SF,MAS,NJP,TUE,2257,348
12754,New Jalpaiguri-Chennai SF Express,SF,NJP,MAS,WED,2257,348
12763,Padmavati Express,SF,TPTY,SC,"MON,TUE,WED,FRI,SAT",737,100
12764,Padmavati Express,SF,SC,TPTY,"SUN,MON,TUE,THU,FRI",737,100
12777,HUBLI - TRIVANDRUM KOCHUVELI SF Exp,SF,UBL,KCVL,WED,1307,195
40045,Chennai Beach TambaramEMU,MEMU,MSB,TBM,"SUN,MON,TUE,WED,THU,FRI,SAT",29,19
52469,PATHANKOT - BAIJNATHPAPROLA PASSENGER,Pass,PTK,BJPL,"SUN,MON,TUE,WED,THU,FRI,SAT",141,25
53448,Bhagalpur Banka Passenger,Pass,BGP,BAKA,"SUN,MON,TUE,WED,THU,FRI,SAT",53,12
55010,Chhapra Bhatni Passenger,Pass,CPR,BTT,"SUN,MON,TUE,WED,THU,FRI,SAT",110,16
55102,Barhaj Bazar Bhatni Passenger,Pass,BHJ,BTT,"SUN,MON,TUE,WED,THU,FRI,SAT",0,6
55103,Bhatani Barhaj Passenger,Pass,BTT,BHJ,"SUN,MON,TUE,WED,THU,FRI,SAT",0,6
55118,Bhatni Chhapra Passenger,Pass,BTT,SV,"SUN,MON,TUE,WED,THU,FRI,SAT",49,8
55123,Bhatani Manduadih Passenger,Pass,BTT,MUV,"SUN,MON,TUE,WED,THU,FRI,SAT",165,23
12717,Ratnachal SF Express,SF,VSKP,BZA,"SUN,MON,TUE,WED,THU,FRI,SAT",351,60
12718,Ratnachal SF Express,SF,BZA,VSKP,"SUN,MON,TUE,WED,THU,FRI,SAT",351,60
12721,Dakshin SF Express,SF,HYB,NZM,"SUN,MON,TUE,WED,THU,FRI,SAT",1670,194
12722,Dakshin SF Express,SF,NZM,HYB,"SUN,MON,TUE,WED,THU,FRI,SAT",1670,194
12723,Andhra Pradesh Express,SF,HYB,NDLS,"SUN,MON,TUE,WED,THU,FRI,SAT",1677,198
12724,Andhra Pradesh Express,SF,NDLS,HYB,"SUN,MON,TUE,WED,THU,FRI,SAT",1677,198
12727,Godavari SF Express,SF,VSKP,HYB,"SUN,MON,TUE,WED,THU,FRI,SAT",711,109
12728,Godavari SF Express,SF,HYB,VSKP,"SUN,MON,TUE,WED,THU,FRI,SAT",711,109
12729,Pune-Nanded Express,SF,PUNE,NED,"SUN,MON,TUE,WED,THU,FRI,SAT",662,69
12730,Nanded-Pune SuperFast Express,SF,NED,PUNE,"SUN,MON,TUE,WED,THU,FRI,SAT",662,69
12755,Sangrami SF Expres,SF,MAS,HLZ,THU,1647,268
12756,Sangrami Expres,SF,HLZ,MAS,SAT,1647,268
12759,Charminar Express,SF,MAS,HYB,"SUN,MON,TUE,WED,THU,FRI,SAT",790,121
12760,Charminar Express,SF,HYB,MAS,"SUN,MON,TUE,WED,THU,FRI,SAT",790,121
12785,Kacheguda-Bangalore SF Express,SF,KCG,SBC,"SUN,MON,TUE,WED,THU,FRI,SAT",625,72
12789,Rameswaram Kanyakumari SF Express,SF,RMM,CAPE,"TUE,FRI",407,44
12790,Kanyakumari Rameswaram SF Express,SF,CAPE,RMM,"WED,SAT",407,44
12791,SECUNDERABAD - DANAPUR SF EXP,SF,SC,DNR,"SUN,MON,TUE,WED,THU,FRI,SAT",1840,261
12792,DANAPUR - SECUNDERABAD SF EXP,SF,DNR,SC,"SUN,MON,TUE,WED,THU,FRI,SAT",1840,261
12793,Chennai Egmore Madurai BI-Weekly Superfast Express,SF,MS,MDU,"SUN,MON,TUE,WED,THU,FRI,SAT",561,106
12794,Madurai Chennai Egmore BI-Weekly Superfast Express,SF,MDU,MS,"SUN,MON,TUE,WED,THU,FRI,SAT",561,106
12802,Purushottam SF Express,SF,NDLS,PURI,"SUN,MON,TUE,WED,THU,FRI,SAT",1863,274
12805,Janmabhoomi Express,SF,VSKP,SC,"SUN,MON,TUE,WED,THU,FRI,SAT",689,102
12806,Janmabhoomi Express,SF,SC,VSKP,"SUN,MON,TUE,WED,THU,FRI,SAT",689,102
12811,MUMBAI - HATIA LTT SF Exp,SF,LTT,HTE,"SUN,MON",1706,236
12812,HATIA - MUMBAI LTT SF Exp,SF,HTE,LTT,"FRI,SAT",1706,241
12813,Steel Express,SF,HWH,TATA,"SUN,MON,TUE,WED,THU,FRI,SAT",250,51
12814,Steel Express,SF,TATA,HWH,"SUN,MON,TUE,WED,THU,FRI,SAT",250,51
12816,New Delhi-Puri Superfast Express,SF,NDLS,PURI,"MON,WED,THU,SAT",1794,263
12817,Jharkhand Swarna Jayanti SF Express,SF,HTE,ANVT,"SUN,WED,FRI",1300,176
12818,Jharkhand Swarna Jayanti Express,SF,ANVT,HTE,"MON,THU,SAT",1303,176
12819,Orissa Sampark Kranti Express,SKr,BBS,NDLS,"SUN,WED",1799,261
12820,Orissa Sampark Kranti Express,SKr,NDLS,BBS,"TUE,FRI",1799,261
12821,Dhauli Express,SF,HWH,PURI,"SUN,MON,TUE,WED,THU,FRI,SAT",502,102
12822,Dhauli Express,SF,PURI,HWH,"SUN,MON,TUE,WED,THU,FRI,SAT",502,102
12827,Howrah Purulia Express,SF,HWH,PRR,"SUN,MON,TUE,WED,THU,FRI,SAT",323,61
12828,Howrah Express,SF,PRR,HWH,"SUN,MON,TUE,WED,THU,FRI,SAT",323,61
12829,Chennai Bhubaneswar SF Express,SF,MAS,BBS,"SUN,MON,TUE,WED,THU,FRI,SAT",1223,193
12830,Bhubaneswar Chennai Superfast Express,SF,BBS,MAS,"SUN,MON,TUE,WED,THU,FRI,SAT",1223,193
12831,DHANBAD - BHUBANESWAR Garib Rath Exp,GR,DHN,BBS,"SUN,MON,TUE,WED,THU,FRI,SAT",780,124
12832,BHUBANESWAR - DHANBAD Garib Rath Exp,GR,BBS,DHN,"SUN,MON,TUE,WED,THU,FRI,SAT",780,124
12833,AHMEDABAD - HOWRAH SF EXP,SF,ADI,HWH,"SUN,MON,TUE,WED,THU,FRI,SAT",2087,332
12834,HOWRAH - AHMEDABAD SF EXP,SF,HWH,ADI,"SUN,MON,TUE,WED,THU,FRI,SAT",2087,322
40017,Chennai Beach Tambaram EMU(12 Car),MEMU,MSB,TBM,"SUN,MON,TUE,WED,THU,FRI,SAT",33,19
55104,Barhaj Bazar Bhatni Passenger,Pass,BHJ,BTT,"SUN,MON,TUE,WED,THU,FRI,SAT",0,6
55117,Siwan Bhatni Passenger,Pass,SV,BTT,"SUN,MON,TUE,WED,THU,FRI,SAT",49,8
55121,Bhatni Varanasi Passenger,Pass,BTT,BSB,"SUN,MON,TUE,WED,THU,FRI,SAT",161,22
55122,Manduadih Bhatni Passenger,Pass,MUV,BTT,"SUN,MON,TUE,WED,THU,FRI,SAT",165,23
55124,Varanasi City- Bhatni Passenger,Pass,BCY,BTT,"SUN,MON,TUE,WED,THU,FRI,SAT",158,21
12779,VASCO DA GAMA - DELHI H NIZAMUDDIN Goa Exp,SF,VSG,NZM,"SUN,MON,TUE,WED,THU,FRI,SAT",2202,285
12780-Slip,H.Nizamuddin Hubli Goa Express Slip,SF,NZM,VSG,"SUN,MON,TUE,WED,THU,FRI,SAT",2202,252
12781,Mysore-Nizamuddin Swarna Jayanti Express,SF,MYS,NZM,FRI,2618,294
12787,Bilaspur Tirunelveli SF Express,SF,BSP,TEN,"MON,TUE,WED,THU,SAT",2493,347
12788,Tirunelveli Bilaspur SF Express,SF,TEN,BSP,"SUN,TUE,WED,THU,FRI",2494,347
12801,Purushottam SF Express,SF,PURI,NDLS,"SUN,MON,TUE,WED,THU,FRI,SAT",1863,274
12804,Swarna Jayanti Express,SF,NZM,VSKP,"SUN,WED",2096,258
12807,Samata Express,SF,VSKP,NZM,"SUN,TUE,WED,THU,SAT",1911,218
12808,Samata Express,SF,NZM,VSKP,"MON,TUE,THU,FRI,SAT",1911,218
12815,Puri New Delhi Superfast Express,SF,PURI,NDLS,"MON,WED,THU,SAT",1804,261
12823,Chhattisgarh Sampark Kranti Express,SKr,DURG,NZM,"MON,THU,SAT",1281,150
12824,Chhattisgarh Sampark Kranti Express,SKr,NZM,DURG,"SUN,TUE,FRI",1284,150
12825,Jharkhand Sampark Kranti Express,SKr,RNC,NDLS,"MON,THU",1306,178
12837,Howrah-Puri Express,SF,HWH,PURI,"SUN,MON,TUE,WED,THU,FRI,SAT",502,102
12838,Puri Howrah Express,SF,PURI,HWH,"SUN,MON,TUE,WED,THU,FRI,SAT",502,102
12839,Howrah Chennai Superfast Mail,SF,HWH,MAS,"SUN,MON,TUE,WED,THU,FRI,SAT",1662,281
12841,Coromandel Express,SF,HWH,MAS,"SUN,MON,TUE,WED,THU,FRI,SAT",1662,281
12842,Coromandel Express,SF,MAS,HWH,"SUN,MON,TUE,WED,THU,FRI,SAT",1662,281
12845,BHUBANESWAR - BENGALURU CANTT SF Exp,SF,BBS,BNC,SUN,1524,237
40019,Chennai Beach Tambaram EMU,MEMU,MSB,TBM,"SUN,MON,TUE,WED,THU,FRI,SAT",33,19
12887,Howrah-Puri Express,SF,HWH,PURI,MON,502,102
12886,Aranyak Express,SF,BJE,SHM,"MON,TUE,WED,THU,FRI,SAT",311,56
12885,Aranyak Express,SF,SHM,BJE,"MON,TUE,WED,THU,FRI,SAT",311,57
12883,Rupashi Bangla Express,SF,HWH,PRR,"SUN,MON,TUE,WED,THU,FRI,SAT",333,63
12882,Puri Howrah Garib Rath,GR,PURI,HWH,"SUN,MON,TUE,WED,THU,FRI,SAT",502,102
12881,Howrah Puri Garib Rath,GR,HWH,PURI,"SUN,MON,TUE,WED,THU,FRI,SAT",502,102
12872,TITLAGARH - HOWRAH Ispat Exp,SF,TIG,HWH,"SUN,TUE,THU",745,117
12873,Jharkhand Swarna Jayanti Express,SF,HTE,ANVT,"MON,TUE,THU",1334,161
12874,Jharkhand Swarna Jayanti Express,SF,ANVT,HTE,"TUE,WED,FRI",1334,161
12875,PURI - NEW DELHI Neelanchal SF Exp,SF,PURI,NDLS,"SUN,TUE,FRI",1910,322
12876,NEW DELHI - PURI Neelanchal SF Exp,SF,NDLS,PURI,"SUN,TUE,FRI",1910,322
12877,Ranchi-New Delhi Garib Rath,GR,RNC,NDLS,"SUN,MON,TUE,WED,THU,FRI,SAT",1341,179
12780,DELHI H NIZAMUDDIN - VASCO DA GAMA Goa Exp,SF,NZM,VSG,"SUN,MON,TUE,WED,THU,FRI,SAT",2202,285
12843,Puri Ahmedabad Superfast Express,SF,PURI,ADI,"TUE,THU,FRI,SAT",2130,280
12844,Ahmedabad Puri Superfast Express,SF,ADI,PURI,"SUN,MON,THU,SAT",2130,280
12879,MUMBAI LTT - BHUBANESWAR SF Exp,SF,LTT,BBS,"WED,SAT",1788,247
12884,Rupashi Bangla Express,SF,PRR,HWH,"SUN,MON,TUE,WED,THU,FRI,SAT",333,63
12880,BHUBANESWAR - MUMBAI LTT SF Exp,SF,BBS,LTT,"MON,THU",1789,245
12891,Baripada- Bhubaneswar Express,SF,BPO,BBS,"SUN,MON,TUE,WED,THU,FRI,SAT",275,47
12888,Howrah Express,SF,PURI,HWH,SUN,502,102
12893,BHUBANESWAR - BALANGIR SF Exp,SF,BBS,BLGR,"SUN,MON,TUE,WED,THU,FRI,SAT",397,47
12892,Bhubaneswar Baripada SF Express,SF,BBS,BPO,"SUN,MON,TUE,WED,THU,FRI,SAT",275,47
12895,Kolkata-Puri Express,SF,HWH,PURI,FRI,502,102
12894,BALANGIR - BHUBANESWAR SF Exp,SF,BLGR,BBS,"SUN,MON,TUE,WED,THU,FRI,SAT",397,47
12897,Puducherry-Bhubaneswar Express,SF,PDY,BBS,"SUN,MON,TUE,WED,THU,FRI,SAT",1424,241
12896,Puri-Howrah Express,SF,PURI,HWH,THU,502,102
12903,Golden Temple Mail,SF,BCT,ASR,"SUN,MON,TUE,WED,THU,FRI,SAT",1891,270
12898,Bhubaneswar-Puducherry Superfast Express,SF,BBS,PDY,"SUN,MON,TUE,WED,THU,FRI,SAT",1424,241
12908,Maharashtra Sampark Kranti Express,SKr,NZM,BDTS,"MON,THU",1366,190
12906-Slip,Howrah-Porbandar SF Express Slip,SF,HWH,OKHA,"SUN,MON,TUE,WED,THU,FRI,SAT",2586,358
12911,Valsad-Haridwar Exp,SF,BL,HW,TUE,1433,195
12910,H.Nizamuddin-Bandra Terminus Garib Rath Express,GR,NZM,BDTS,"SUN,MON,TUE,WED,THU,FRI,SAT",1366,190
12913,Indore-Nagpur Weekly Express,SF,INDB,NGP,SUN,652,74
12912,Haridwar Valsad Superfast Express,SF,HW,BL,WED,1433,195
12919,Malwa Express,SF,INDB,JAT,"SUN,MON,TUE,WED,THU,FRI,SAT",1540,207
12914,Nagpur-Indore Weekly Express,SF,NGP,INDB,MON,652,74
12921,Flying Rani Express,SF,BCT,ST,"SUN,MON,TUE,WED,THU,FRI,SAT",263,56
12920,Malwa Express,SF,JAT,INDB,"SUN,MON,TUE,WED,THU,FRI,SAT",1540,207
12923,Indore Nagpur Express,SF,INDB,NGP,TUE,607,67
12922,Flying Rani Express,SF,ST,BCT,"SUN,MON,TUE,WED,THU,FRI,SAT",263,56
12925,Paschim Express,SF,BDTS,ASR,"SUN,MON,TUE,WED,THU,FRI,SAT",1821,262
12924,Indore Express,SF,NGP,INDB,WED,607,67
12925-Slip,Paschim Express Slip,SF,BDTS,ASR,"SUN,MON,TUE,WED,THU,FRI,SAT",1821,262
12926,Paschim Express,SF,ASR,BDTS,"SUN,MON,TUE,WED,THU,FRI,SAT",1821,262
12927,Mumbai Central -Vadodara Express,SF,BCT,BRC,"SUN,MON,TUE,WED,THU,FRI,SAT",392,80
12928,Vadodara - Mumbai Central Express,SF,BRC,BCT,"SUN,MON,TUE,WED,THU,FRI,SAT",392,80
12929,Valsad Dahod InterCity Express,SF,BL,DHD,"SUN,MON,TUE,WED,THU,FRI,SAT",344,57
12930,Dahod Valsad InterCity Express,SF,DHD,BL,"SUN,MON,TUE,WED,THU,FRI,SAT",344,57
12935,Bandra Surat InterCity Express,SF,BDTS,ST,"SUN,MON,TUE,WED,THU,FRI,SAT",252,48
12936,Surat Bandra InterCity Express,SF,ST,BDTS,"SUN,MON,TUE,WED,THU,FRI,SAT",252,48
12937,GANDHIDHAM - HOWRAH Garbha Exp,SF,GIMB,HWH,SAT,2509,406
12938,HOWRAH - GANDHIDHAM Garbha Exp,SF,HWH,GIMB,MON,2509,406
12939,Pune-Jaipur SF Express,SF,PUNE,JP,"SUN,WED",1302,182
12940,Jaipur-Pune SF Express,SF,JP,PUNE,"TUE,SAT",1302,182
40025,Chennai Beach TambaramEMU (12 car),MEMU,MSB,TBM,"SUN,MON,TUE,WED,THU,FRI,SAT",33,19
58115,CKP ROU SARANDA PASSENGER,Pass,CKP,ROU,"SUN,MON,TUE,WED,THU,FRI,SAT",101,16
12901,Gujarat Mail,SF,BCT,ADI,"SUN,MON,TUE,WED,THU,FRI,SAT",491,99
12902,Gujarat Mail,SF,ADI,BCT,"SUN,MON,TUE,WED,THU,FRI,SAT",491,99
12907,Maharashtra Sampark Kranti Express,SKr,BDTS,NZM,"SUN,WED",1366,190
12909,Bandra Terminus- Hazrat Nizamuddin Garib Rath,GR,BDTS,NZM,"SUN,MON,TUE,WED,THU,FRI,SAT",1366,190
12915,Ashram SF Express,SF,ADI,DLI,"SUN,MON,TUE,WED,THU,FRI,SAT",933,142
12916,Ashram SF Express,SF,DLI,ADI,"SUN,MON,TUE,WED,THU,FRI,SAT",933,143
12917,Gujarat Sampark Kranti Express,SKr,ADI,NZM,MON,1085,138
12933,Karnavati Express,SF,BCT,ADI,"SUN,MON,TUE,WED,THU,FRI,SAT",491,99
12934,Karnavati Express,SF,ADI,BCT,"SUN,MON,TUE,WED,THU,FRI,SAT",491,99
12943,Valsad-Kanpur Udyogkarmi Express,SF,BL,CNB,WED,1305,161
12944,Kanpur-Valsad Udyogkarmi Express,SF,CNB,BL,FRI,1305,161
12945,SURAT - MAHUVA SF Exp,SF,ST,MHV,MON,1409,106
12947,Azimabad Express,SF,ADI,PNBE,"MON,WED",1772,238
12948,Azimabad Express,SF,PNBE,ADI,"WED,FRI",1772,238
12949,PORBANDAR - K SANTRAGANCHI Kavi Guru SF Exp,SF,PBR,SRC,FRI,2657,397
12951,Mumbai Central-New Delhi Rajdhani Express,Raj,BCT,NDLS,"SUN,MON,TUE,WED,THU,FRI,SAT",1384,202
12955,Mumbai-Jaipur SF Express,SF,BCT,JP,"SUN,MON,TUE,WED,THU,FRI,SAT",1159,168
12956,Jaipur-Mumbai SF Express,SF,JP,BCT,"SUN,MON,TUE,WED,THU,FRI,SAT",1159,168
12959,MUMBAI DADAR - BHUJ SF Exp,SF,DDR,BHUJ,SAT,977,178
12960,BHUJ - MUMBAI DADAR SF Exp,SF,BHUJ,DDR,MON,977,178
12961,Avantika Express,SF,BCT,INDB,"SUN,MON,TUE,WED,THU,FRI,SAT",829,134
12962,Avantika Express,SF,INDB,BCT,"SUN,MON,TUE,WED,THU,FRI,SAT",829,134
12965,Gwalior Udaipur Express,SF,GWL,UDZ,TUE,794,101
12966,Udaipur Gwalior Express,SF,UDZ,GWL,FRI,794,101
12967,Chennai-Jaipur SF Express,SF,MAS,JP,"SUN,TUE",2185,269
12968,Jaipur-Chennai SF Express,SF,JP,MAS,"SUN,FRI",2185,269
12969,Coimbatore-Jaipur Express,SF,CBE,JP,FRI,2682,359
12970,Jaipur-Coimbatore Express,SF,JP,CBE,TUE,2682,359
12971,Bhavnagar Express,SF,BDTS,BVC,"SUN,MON,TUE,WED,THU,FRI,SAT",778,126
12973,Indore-Jaipur SF Express,SF,INDB,JP,"MON,SAT",599,67
12974,Jaipur Indore SF Express,SF,JP,INDB,"SUN,FRI",599,67
12975,Mysore-Jaipur SF Express,SF,MYS,JP,"THU,SAT",2479,290
12976,Jaipur-Mysore SF Express,SF,JP,MYS,"MON,WED",2479,290
12977,ERNAKULAM - AJMER Marusagar Exp,SF,ERS,AII,SUN,2859,355
12978,AJMER - ERNAKULAM Marusagar Exp,SF,AII,ERS,FRI,2859,355
