station_code,station_name,state,railway_zone,address,latitude,longitude,is_valid_coordinate,is_test_dummy_record,metro_cluster
GRO,GURRA,Madhya Pradesh,WCR,"Itarsi, Madhya Pradesh",22.632067,77.86729,True,False,OTHER
KVZ,KAVALI,UNKNOWN,UNKNOWN,,14.915993,79.988271,True,False,OTHER
TTU,TETTU,UNKNOWN,UNKNOWN,,15.042824,80.005821,True,False,OTHER
UPD,ULAVAPADU,UNKNOWN,UNKNOWN,,15.167112,80.013364,True,False,OTHER
KTZ,KHUTWANSA,Madhya Pradesh,WCR,"Hoshangabad, Madhya Pradesh",22.545189,77.602425,True,False,OTHER
KKN,KHIRKIYA,Madhya Pradesh,WCR,"State Highway 15, Madhya Pradesh",22.166444,76.859447,True,False,OTHER
BALI,Bhaili,Gujarat,WR,"Vadodara, Gujarat",22.266245,73.131977,True,False,OTHER
ATQ,Arantangi,Tamil Nadu,SR,"Aranthangi, Tamil Nadu",10.164469,78.996848,True,False,OTHER
AGAE,AGRADWIP,West Bengal,ER,"Agradwip, West Bengal",23.58096,88.226117,True,False,OTHER
DSNR,DASHNAGAR,UNKNOWN,UNKNOWN,,22.598634,88.307803,True,False,OTHER
TPKR,TIKIAPARA,UNKNOWN,UNKNOWN,,22.599036,88.324322,True,False,OTHER
PFMA,PFMA,UNKNOWN,UNKNOWN,,0.0,0.0,False,False,OTHER
AMLP,Amalpur,Gujarat,WR,"Vadodara, Gujarat",22.161144,73.508313,True,False,OTHER
AUS,Anupshahr,Rajasthan,NWR,"Anupshaher Rd, Rajasthan",28.947951,75.21123,True,False,OTHER
ARVI,Arvi,Maharashtra,CR,"Dist. Wardha, Maharashtra",0.0,0.0,False,False,OTHER
ARX,Areli,Uttar Pradesh,NER,"Areli, Uttar Pradesh",0.0,0.0,False,False,OTHER
ASM,Asarma,Gujarat,WR,"SH 166, Gujarat",0.0,0.0,False,False,OTHER
ATB,Alattambadi,Tamil Nadu,SR,"Mazavarayanallu Rd, Tamil Nadu",0.0,0.0,False,False,OTHER
ATDA,Atladara,Gujarat,WR,"Gujarat, Gujarat",0.0,0.0,False,False,OTHER
ATX,Alinagar Tola,Bihar,ECR,"Purnea, Bihar",0.0,0.0,False,False,OTHER
ASLU,Aslu,Rajasthan,NWR,"National Highway 65, Rajasthan",28.368988,75.074842,True,False,OTHER
AYI,Ayingudi,Tamil Nadu,SR,"Peravurani - Aranthangi Rd, Tamil Nadu",0.0,0.0,False,False,OTHER
GHSR,GHASARA HALT,UNKNOWN,UNKNOWN,,26.72284,79.360808,True,False,OTHER
ULD,ACHALDA,UNKNOWN,UNKNOWN,,26.701949,79.404392,True,False,OTHER
AEL,Ateli,Haryana,NWR,"Dist. Mahendragarh, Haryana",28.100118,76.253105,True,False,OTHER
WTR,WATHAR,Maharashtra,CR,"Satara, Maharashtra",17.89054,74.135767,True,False,OTHER
WLH,VALHA,Maharashtra,CR,"Indraprastha Rd, Maharashtra",18.183635,74.160554,True,False,OTHER
BAAR,Bandar P.H.,West Bengal,UNKNOWN,"Haldia, West Bengal",22.052122,88.086816,True,False,OTHER
AE,Amreli,Gujarat,WR,"Amreli, Gujarat",21.607831,71.228012,True,False,OTHER
MST,MASIT,UNKNOWN,UNKNOWN,,27.269929,80.257914,True,False,Chennai
BGH,BAGHAULI,UNKNOWN,UNKNOWN,,27.228081,80.296314,True,False,OTHER
TPND,TALOJA PANCHAND,Maharashtra,CR,"Navi Mumbai, Maharashtra",19.078901,73.087316,True,False,Mumbai
ADVI,ADAVALI,Maharashtra,KR,"Ratnagiri, Maharashtra",16.921753,73.592514,True,False,OTHER
AGL,AMARGOL,Karnataka,SWR,"Hubli, Karnataka",15.411792,75.098208,True,False,OTHER
AS,ARJANSAR,Rajasthan,NWR,"Bikaner, Rajasthan",28.933796,73.871969,True,False,OTHER
BAKT,Barhara Kothi,Bihar,ECR,"Purnia, Bihar",25.776942,87.096319,True,False,OTHER
CM,Campierganj,Uttar Pradesh,NER,"National Highway 29, Uttar Pradesh",27.05777,83.267384,True,False,OTHER
DB,Dabhoi Junction,Gujarat,WR,"Dabhoi, Gujarat",22.137755,73.415466,True,False,OTHER
ULU,ULUNDURPET,UNKNOWN,UNKNOWN,,11.702177,79.317787,True,False,OTHER
AGZ,AMAGURA,Chhattisgarh,ECoR,"Markel, Chhattisgarh",19.068103,82.147342,True,False,OTHER
AGB,AMBAGAON,Chhattisgarh,ECoR,"Ambagaon, Chhattisgarh",19.062527,82.239507,True,False,OTHER
MYKR,MATYAKHERI HALT,UNKNOWN,UNKNOWN,,24.309449,74.951915,True,False,OTHER
BBLK,B L DASPURI,Uttar Pradesh,NCR,"B L Daspuri, Uttar Pradesh",27.316999,79.363519,True,False,OTHER
ARV,ARNI ROAD,Tamil Nadu,SR,"Kalambur, Tamil Nadu",12.630801,79.209033,True,False,OTHER
BARI,Bari,Rajasthan,NCR,"Bari, Rajasthan",26.650058,77.618175,True,False,OTHER
BAT,Batala Junction,Punjab,NR,"Batala, Punjab",31.821482,75.194432,True,False,OTHER
BBV,BABHULGOAN,Maharashtra,CR,"State Highway 161, Maharashtra",17.778326,75.383427,True,False,OTHER
ASI,Arseni,Uttar Pradesh,NR,"MORADABAD, Uttar Pradesh",27.243104,80.39386,True,False,OTHER
APE,ANDANAPPETTAI,Tamil Nadu,SR,"Pappakoil, Tamil Nadu",10.758823,79.844096,True,False,OTHER
BEHR,BEOHARI,Madhya Pradesh,WCR,"Beohari, Madhya Pradesh",24.000269,81.379715,True,False,OTHER
ARNH,Arjunahalli,Karnataka,SWR,"Arjunahalli, Karnataka",12.512857,76.391729,True,False,OTHER
BFG,Bagthar,Uttar Pradesh,NCR,"Bandh, Uttar Pradesh",26.796232,77.522189,True,False,OTHER
BBAR,BARA,Madhya Pradesh,WCR,"Mahroi, Madhya Pradesh",24.001215,81.211862,True,False,OTHER
BDYP,Bidyadharpur,West Bengal,ER,"Bidyadharpur, West Bengal",22.425122,88.452872,True,False,OTHER
AKL,Anakhol,Gujarat,WR,"State HIghway 133, Gujarat",0.0,0.0,False,False,OTHER
ASAN,ASAN,Haryana,NR,"Panipat, Haryana",29.40129,76.882594,True,False,OTHER
ATUL,ATUL,Gujarat,WR,"Valsad, Gujarat",20.544593,72.927134,True,False,OTHER
AONI,Amoni,Assam,NFR,"Amoni, Assam",26.448121,92.919609,True,False,OTHER
BASA,Banosa,Maharashtra,CR,"Daryapur, Maharashtra",0.0,0.0,False,False,OTHER
BATS,Bhatsar,Gujarat,WR,"Brahmanwada, Gujarat",0.0,0.0,False,False,OTHER
HRI,HARDOI,UNKNOWN,UNKNOWN,,27.399414,80.147877,True,False,OTHER
BBE,BAGHI BARDIHA,Bihar,ECR,"Baghi Bardiha, Bihar",24.953077,85.623332,True,False,OTHER
BFX,BAGHI GHAUSPUR,Bihar,ECR,"Baghi Ghauspur, Bihar",25.051952,85.684033,True,False,OTHER
BCF,Bankapasi,West Bengal,ER,"Bankapasi, West Bengal",0.0,0.0,False,False,OTHER
BDV,BADANAVALU,Karnataka,SWR,"Nanjungudu-Chamarajanagara Rd, Karnataka",12.075566,76.749044,True,False,OTHER
BCHR,Bachar,Gujarat,WR,"Palej, Gujarat",0.0,0.0,False,False,OTHER
BCM,Buranpudi,Bihar,ECR,"Supaul, Bihar",0.0,0.0,False,False,OTHER
BDKE,Bhadsivni,Maharashtra,CR,"Bhadsivni, Maharashtra",0.0,0.0,False,False,OTHER
PGU,PADUGUPADU,UNKNOWN,UNKNOWN,,14.496976,79.989954,True,False,OTHER
KJJ,KODAVALURU,UNKNOWN,UNKNOWN,,14.564331,79.994908,True,False,OTHER
TMC,TALAMANCHI,UNKNOWN,UNKNOWN,,14.607124,79.998171,True,False,OTHER
AXR,ALLURU ROAD,UNKNOWN,UNKNOWN,,14.710541,79.989036,True,False,OTHER
BTTR,BITRAGUNTA,UNKNOWN,UNKNOWN,,14.768585,79.983146,True,False,OTHER
SVPM,S VENKTESWRPALM,UNKNOWN,UNKNOWN,,14.806671,79.982262,True,False,OTHER
KPO,KARANPURA,UNKNOWN,UNKNOWN,,27.123047,76.778365,True,False,OTHER
BUDA,BHUDA,UNKNOWN,UNKNOWN,,27.128986,76.814538,True,False,OTHER
MURD,MANDAWAR MAHUA RD,UNKNOWN,UNKNOWN,,27.156098,76.850823,True,False,OTHER
ANDN,Anand Nagar,Uttar Pradesh,NER,"Pharenda, Uttar Pradesh",27.103714,83.270698,True,False,OTHER
GOS,GHOSRANA,UNKNOWN,UNKNOWN,,27.179904,76.90338,True,False,OTHER
DTF,DANTLA,UNKNOWN,UNKNOWN,,27.197151,76.96107,True,False,OTHER
BDRN,Bhadran,Gujarat,WR,"Borsad, Gujarat",0.0,0.0,False,False,OTHER
KL,KHERLI,UNKNOWN,UNKNOWN,,27.200257,77.036424,True,False,OTHER
ARK,Arakku,Andhra Pradesh,ECoR,"Araku, Andhra Pradesh",18.333991,82.86256,True,False,OTHER
TBL,TARCHERRA BRLRM,UNKNOWN,UNKNOWN,,27.205008,77.104134,True,False,OTHER
BF,Bagetar,Assam,NFR,"North Cachar Hills, Assam",0.0,0.0,False,False,OTHER
NBI,NADBAI,UNKNOWN,UNKNOWN,,27.213674,77.208088,True,False,OTHER
PPEA,PAPRERA,UNKNOWN,UNKNOWN,,27.226004,77.308829,True,False,OTHER
HK,HELAK,UNKNOWN,UNKNOWN,,27.234442,77.378757,True,False,OTHER
BTE,BHARATPUR JN,UNKNOWN,UNKNOWN,,27.237107,77.488613,True,False,OTHER
ATR,Attar,Madhya Pradesh,WR,"East Nimar, Madhya Pradesh",21.998734,76.204918,True,False,OTHER
NHB,NOH BACHHAMDI,UNKNOWN,UNKNOWN,,27.223369,77.546395,True,False,OTHER
IK,IKRAN,UNKNOWN,UNKNOWN,,27.211065,77.608741,True,False,OTHER
CIK,CHIKSANA,UNKNOWN,UNKNOWN,,27.199896,77.663925,True,False,OTHER
ANY,Arumuganeri,Tamil Nadu,SR,"Arumuganeri, Tamil Nadu",8.579144,78.091842,True,False,OTHER
BAKA,Banka,Bihar,UNKNOWN,"Banka, Bihar",24.865901,86.911693,True,False,OTHER
AH,ACHHNERA JN,UNKNOWN,UNKNOWN,,27.18176,77.757839,True,False,OTHER
TDL,TUNDLA JN,UNKNOWN,UNKNOWN,,27.207747,78.233285,True,False,OTHER
BAW,CHIK BANAVAR,Karnataka,SWR,"Bengaluru, Karnataka",13.073539,77.506341,True,False,Bangalore
PVN,PAVUNUR,UNKNOWN,UNKNOWN,,11.600544,79.315806,True,False,OTHER
BFN,Bugana,Haryana,NR,"National Highway 65, Haryana",29.258822,75.827815,True,False,OTHER
ANF,Anandapuram,Karnataka,SWR,"Anandapuram, Karnataka",14.073324,75.209164,True,False,OTHER
BBN,Barbil,Odisha,SER,"Kiriburu, Odisha",22.104577,85.369058,True,False,OTHER
HNG,HIRANGAON,UNKNOWN,UNKNOWN,,27.175703,78.314619,True,False,OTHER
FZD,FIROZABAD,UNKNOWN,UNKNOWN,,27.147415,78.386691,True,False,OTHER
MNR,MAKKHANPUR,UNKNOWN,UNKNOWN,,27.119485,78.4715,True,False,OTHER
SKB,SHIKOHABAD JN,UNKNOWN,UNKNOWN,,27.085686,78.574955,True,False,OTHER
KAA,KAURARA,UNKNOWN,UNKNOWN,,27.029,78.664813,True,False,OTHER
BDN,BHADAN,UNKNOWN,UNKNOWN,,26.979392,78.737495,True,False,OTHER
BBL,BALRAI,UNKNOWN,UNKNOWN,,26.920502,78.82371,True,False,OTHER
JGR,JASWANTNAGAR,UNKNOWN,UNKNOWN,,26.872978,78.893731,True,False,OTHER
SB,SARAI BHOPAT,UNKNOWN,UNKNOWN,,26.837847,78.944709,True,False,OTHER
ETW,ETAWAH,UNKNOWN,UNKNOWN,,26.78597,79.021502,True,False,OTHER
EKL,EKDIL,UNKNOWN,UNKNOWN,,26.76628,79.116455,True,False,OTHER
BNT,BHARTHANA,UNKNOWN,UNKNOWN,,26.750225,79.216361,True,False,OTHER
DBM,DABOLIM,Goa,SWR,"Mormugao, Goa",15.389334,73.849937,True,False,OTHER
AUWA,AUWA,Rajasthan,NWR,"Somesar, Rajasthan",25.665207,73.564613,True,False,OTHER
JP,JAIPUR,UNKNOWN,UNKNOWN,,26.920203,75.786923,True,False,OTHER
BEB,Beldanga,West Bengal,ER,"Beldanga, West Bengal",23.932059,88.242968,True,False,OTHER
BHLI,BOHALI,Maharashtra,CR,"State Highway 161, Maharashtra",17.588773,75.27417,True,False,OTHER
BASN,BHAINSWAN,Haryana,NR,"Gohana, Haryana",29.094392,76.680769,True,False,OTHER
BHNA,Bhayna,West Bengal,ER,"Mamjoan Rd, West Bengal",23.312261,88.641659,True,False,OTHER
BHME,BHANDARIDAH,UNKNOWN,ECR,,23.756673,86.055099,True,False,OTHER
BCU,BHUCHCHU,Punjab,NR,"Bhucho Mandi, Punjab",30.209882,75.095186,True,False,OTHER
BHL,BHILWARA,Rajasthan,NWR,"Bhilwara, Rajasthan",25.343551,74.630773,True,False,OTHER
KVA,KAVAS,Rajasthan,NWR,"NH-112 Barmer-Jodhpur Hwy, Rajasthan",25.867466,71.538716,True,False,OTHER
BDW,BANDANWARA,Rajasthan,NWR,"Bandanwara, Rajasthan",26.125301,74.691379,True,False,OTHER
BJV,Bijauria,Uttar Pradesh,NER,"Bareilly, Uttar Pradesh",28.574785,79.655274,True,False,OTHER
BHJ,Barhaj Bazar,Uttar Pradesh,NER,"Barhaj, Uttar Pradesh",26.283912,83.731497,True,False,OTHER
DRD,DAHANU ROAD,Maharashtra,WR,"Dahanu, Maharashtra",19.991217,72.743368,True,False,OTHER
BJRA,BHAJERA,UNKNOWN,UNKNOWN,,27.100775,76.656874,True,False,OTHER
BDXT,BASAI DHANKOT,Haryana,NR,"Gurgaon, Haryana",28.464735,76.983187,True,False,OTHER
BCHN,Bochasan Junction,Gujarat,WR,"Anand, Gujarat",22.402073,72.847673,True,False,OTHER
BHT,Bhattu,Haryana,NWR,"Bhattu Kalan, Haryana",29.387323,75.34013,True,False,OTHER
SHR,SIHORA ROAD,Madhya Pradesh,WCR,"Jabalpur, Madhya Pradesh",23.467136,80.110265,True,False,OTHER
SGBJ,SURGAON BANJARI,Madhya Pradesh,WCR,"Khandwa, Madhya Pradesh",21.946109,76.544215,True,False,OTHER
BADR,Bhader,Gujarat,WR,"Amreli, Gujarat",21.36507,70.928979,True,False,OTHER
TLA,TITVALA,UNKNOWN,UNKNOWN,,19.296504,73.202714,True,False,OTHER
BJUD,BAJUD,Gujarat,WR,"State Highway 31, Gujarat",21.736131,71.827925,True,False,OTHER
KON,KUDALNAGAR,UNKNOWN,UNKNOWN,,9.944876,78.108666,True,False,OTHER
BDSW,Budhsinghwala,Rajasthan,NWR,"Hanumangarh, Rajasthan",29.831708,74.222661,True,False,OTHER
BER,BEAWAR,Rajasthan,NWR,"Beawar, Rajasthan",26.108908,74.314971,True,False,OTHER
BGDA,Bogada,Orissa,UNKNOWN,"Bogada, Orissa",20.278714,86.588172,True,False,OTHER
AWG,Awa Garh,Uttar Pradesh,NCR,"Awagarh, Uttar Pradesh",27.464247,78.4734,True,False,OTHER
SBK,SHAHBAZ KULI,Uttar Pradesh,NER,"Shahbaz Quli, Uttar Pradesh",25.632101,83.674653,True,False,OTHER
ENR,ENNORE,UNKNOWN,UNKNOWN,,13.218196,80.322124,True,False,OTHER
NLS,NELLORE SOUTH,UNKNOWN,UNKNOWN,,14.444475,79.983464,True,False,OTHER
AVL,AMRITVEL,Gujarat,WR,"Amrutwel Rd, Gujarat",21.077372,71.679671,True,False,OTHER
NLR,NELLORE,UNKNOWN,UNKNOWN,,14.460592,79.989383,True,False,OTHER
BGR,Bhagdara,Maharashtra,CR,"Bhagdara, Maharashtra",0.0,0.0,False,False,OTHER
BGA,BAGALIA,West Bengal,SER,"Purulia, West Bengal",23.446936,86.519046,True,False,OTHER
BERO,BERO,West Bengal,SER,"Purulia, West Bengal",23.548271,86.726609,True,False,OTHER
XX-MEJB,XX-MEJB,UNKNOWN,UNKNOWN,,0.0,0.0,False,True,OTHER
BHHT,Barhara,Bihar,UNKNOWN,"Barhara, Bihar",0.0,0.0,False,False,OTHER
DVBH,MAKUDAN VIRAPANDI BLOCK HUT,UNKNOWN,UNKNOWN,,11.580796,78.037941,True,False,OTHER
AVT,Avati,Karnataka,SWR,"Avati, Karnataka",13.299092,77.726679,True,False,OTHER
XX-KJMB,XX-KJMB,UNKNOWN,UNKNOWN,,0.0,0.0,False,True,OTHER
BHOJ,Bhoj Padra,Gujarat,WR,"Vadodara Jambusar, Gujarat",0.0,0.0,False,False,OTHER
BIV,Bamhani Banjur,Madhya Pradesh,SECR,"Bamhani, Madhya Pradesh",22.438916,80.324566,True,False,OTHER
BGB,Budge Budge,West Bengal,ER,"Kolkata, West Bengal",22.493102,88.194692,True,False,Kolkata
BHRD,Baghara Road,UNKNOWN,SER,,0.0,0.0,False,False,OTHER
DDBC,DDBC,UNKNOWN,UNKNOWN,,0.0,0.0,False,False,OTHER
UMNR,UMESHNAGAR,Bihar,ECR,"National Highway 31, Bihar",25.461085,86.431195,True,False,OTHER
BHWR,Bhitiharwa Ashram,Bihar,ECR,"Pashchim Champaran, Bihar",0.0,0.0,False,False,OTHER
BDBP,BASUDEBPUR,Bihar,ER,"Basudebpur, Bihar",24.635527,87.982535,True,False,OTHER
MOL,MULI ROAD,Gujarat,WR,"Surendranagar, Gujarat",22.676562,71.43486,True,False,OTHER
AZA,AZARA,Assam,NFR,"Guwahati, Assam",26.09934,91.613927,True,False,OTHER
BAHI,Balenahalli,Karnataka,SWR,"State Highway 48, Karnataka",14.250321,76.566376,True,False,OTHER
BDHP,BHUDPUR,Uttar Pradesh,NR,"State Highway 57, Uttar Pradesh",29.218094,77.291168,True,False,OTHER
SHW,SAMHON,UNKNOWN,UNKNOWN,,26.734186,79.320694,True,False,OTHER
PATA,PATA,UNKNOWN,UNKNOWN,,26.666619,79.479418,True,False,OTHER
PJY,PARA JANI HALT,UNKNOWN,UNKNOWN,,26.596933,79.634896,True,False,OTHER
RURA,RURA,UNKNOWN,UNKNOWN,,26.485377,79.908216,True,False,OTHER
BPU,BHAUPUR,UNKNOWN,UNKNOWN,,26.468115,80.12429,True,False,OTHER
CNB,KANPUR CENTRAL,UNKNOWN,UNKNOWN,,26.45424,80.350966,True,False,OTHER
CHK,CHAKERI,UNKNOWN,UNKNOWN,,26.38116,80.406546,True,False,OTHER
SSL,SIRSAUL,UNKNOWN,UNKNOWN,,26.297301,80.462852,True,False,OTHER
RAMA,RAMVA,UNKNOWN,UNKNOWN,,25.891153,80.853299,True,False,OTHER
BKF,Bhikhna Thori,Bihar,ECR,"WestChamparan, Bihar",27.333596,84.61057,True,False,OTHER
BGJT,Bagha Jatin,West Bengal,ER,"Kolkata, West Bengal",22.482615,88.387421,True,False,Kolkata
BGPL,Baghuapal,Orissa,ECoR,"Orissa, Orissa",21.042219,86.013166,True,False,OTHER
BEHS,Bihar Sharif,Bihar,ECR,"06112-222306, Bihar",25.206116,85.539075,True,False,OTHER
BHRB,Bhairabi,Mizoram,UNKNOWN,"Kolasib, Mizoram",24.19546,92.54106,True,False,OTHER
BDWL,BIRADHWAL,Rajasthan,NWR,"National Highway 15, Rajasthan",29.174117,73.896516,True,False,OTHER
BANE,BASNI,Rajasthan,NWR,"Jodhpur, Rajasthan",26.222963,73.010639,True,False,OTHER
BHZ,BIHARA,Assam,NFR,"K Rd, Assam",24.962818,92.689054,True,False,OTHER
BHI,BAHERI,Uttar Pradesh,NER,"SH 37, Uttar Pradesh",28.777391,79.500322,True,False,OTHER
BHB,BADLA GHAT,Bihar,ECR,"Bihar, Bihar",25.553763,86.587144,True,False,OTHER
BJNR,BIJAINAGAR,Rajasthan,NWR,"Bijainagar, Rajasthan",25.931003,74.653059,True,False,OTHER
BGHI,BAGAHAI ROAD,Madhya Pradesh,WCR,"Baghai Road, Madhya Pradesh",24.555903,81.018663,True,False,OTHER
BDDR,BADODAR,Gujarat,WR,"National Highway 8D, Gujarat",21.361073,70.295846,True,False,OTHER
BIJ,Birnagar,West Bengal,ER,"Birnagar, West Bengal",23.235875,88.551252,True,False,OTHER
BJO,BIJNOR,Uttar Pradesh,NR,"Bijnor, Uttar Pradesh",29.38563,78.146805,True,False,OTHER
BHLA,BEHULA,West Bengal,ER,"Behula, West Bengal",23.181967,88.428792,True,False,OTHER
BLQR,BILASPUR ROAD,Uttar Pradesh,NER,"Rampur, Uttar Pradesh",28.865601,79.254263,True,False,OTHER
BHLE,Barahat,Bihar,ER,"State Highway 19, Bihar",24.9206,87.010084,True,False,OTHER
BGAE,BALAGARH,West Bengal,ER,"Balagarh, West Bengal",23.121545,88.452552,True,False,OTHER
BJRI,BIJURI,Madhya Pradesh,SECR,"Shahdol, Madhya Pradesh",23.250339,82.118946,True,False,OTHER
BHTA,BHATIYA,Gujarat,WR,"National Highway 8E, Gujarat",22.088154,69.280362,True,False,OTHER
BKRO,BOKARO THERMAL,UNKNOWN,ECR,,23.78515,85.875578,True,False,OTHER
CHCR,CHACHER,UNKNOWN,UNKNOWN,,21.241422,79.354918,True,False,OTHER
DNL,DHANOLI,UNKNOWN,UNKNOWN,,21.32211,80.427591,True,False,OTHER
LLP,Lalitgram,Bihar,ECR,"Lalitgram, Bihar",26.356665,87.012266,True,False,OTHER
NI,NAYDONGRI,UNKNOWN,UNKNOWN,,20.348431,74.836633,True,False,OTHER
HJN,HOWRAH JN. CABIN,UNKNOWN,UNKNOWN,,22.583533,88.342811,True,False,Kolkata
PKE,PIMPAR KHED,UNKNOWN,UNKNOWN,,20.307455,74.756,True,False,OTHER
PJN,PANJHAN,UNKNOWN,UNKNOWN,,20.275504,74.606561,True,False,OTHER
HSL,HISVAHAL,UNKNOWN,UNKNOWN,,20.283239,74.57099,True,False,OTHER
PNV,PANEVADI,UNKNOWN,UNKNOWN,,20.26527,74.494903,True,False,OTHER
MMR,MANMAD JN,UNKNOWN,UNKNOWN,,20.249887,74.438305,True,False,OTHER
TGR3,BLOCK AND CATCH SIDING CABINE NO.3,UNKNOWN,UNKNOWN,,19.674468,73.485951,True,False,OTHER
BDGP,BADANAGUPPE,Karnataka,SWR,"SH 57, Karnataka",11.990316,76.861228,True,False,OTHER
KYN,KALYAN JN,UNKNOWN,UNKNOWN,,19.234716,73.12974,True,False,OTHER
PMR,PITAMBARPUR,UNKNOWN,UNKNOWN,,28.200105,79.538072,True,False,OTHER
BIQ,BANSI PAHARPUR,Rajasthan,NCR,"Rupbas, Rajasthan",26.93277,77.457241,True,False,OTHER
CTTP,CHITRAPUR HALT,Karnataka,KR,"Uttara Kannada, Karnataka",14.036148,74.536566,True,False,OTHER
BMDI,Brahmanwada,Gujarat,WR,"State Highway 7, Gujarat",0.0,0.0,False,False,OTHER
BFD,BORHAT,Assam,NFR,"Nahar Rd, Assam",27.164263,95.277512,True,False,OTHER
BGM,BELGAUM,Karnataka,SWR,"Belgaum, Karnataka",15.849243,74.509564,True,False,OTHER
BGU,BAIRGANIA,Bihar,ECR,"Barahwa Pool Rd, Bihar",26.738282,85.273334,True,False,OTHER
BGRM,Biggabas Ramsara,Rajasthan,NWR,"National Highway 11, Rajasthan",28.047692,74.201547,True,False,Chennai
BEML,BEML Nagar,Karnataka,SWR,"KGF, Karnataka",12.978641,78.241978,True,False,OTHER
BKT,BAKSHI KA TALAB,Uttar Pradesh,NER,"Bakshi Ka Talab, Uttar Pradesh",26.983452,80.922331,True,False,OTHER
BFPA,Bhopatpur,Uttar Pradesh,NER,"Bhopatpur, Uttar Pradesh",28.375464,79.805138,True,False,OTHER
BJP,BIJAPUR,Karnataka,SWR,"Bijapur, Karnataka",16.83106,75.740001,True,False,OTHER
BILA,Bheslana,Rajasthan,NWR,"Jobner to Nawa Rd, Rajasthan",27.065209,75.304187,True,False,OTHER
VJA,VEJANDLA,Andhra Pradesh,SCR,"Guntur, Andhra Pradesh",16.237226,80.519729,True,False,OTHER
SJL,SANGAM JAGARLAMUDI,Andhra Pradesh,SCR,"High School Rd, Andhra Pradesh",16.246589,80.570521,True,False,Hyderabad
BDE,Bodeli,Gujarat,WR,"Vadodara, Gujarat",22.270191,73.71658,True,False,OTHER
GCAB,GCAB,UNKNOWN,UNKNOWN,,21.204608,81.431558,True,False,OTHER
BIA,BHILAI,UNKNOWN,UNKNOWN,,21.202598,81.421724,True,False,OTHER
BPHB,BHILAI POWER HOUSE,UNKNOWN,UNKNOWN,,21.208119,81.375901,True,False,OTHER
BQR,BHILAI NAGAR,UNKNOWN,UNKNOWN,,21.201338,81.334345,True,False,OTHER
BADK,BARKA,Uttar Pradesh,NR,"State Highway 57, Uttar Pradesh",29.072565,77.273302,True,False,OTHER
BDKT,Badakhandita,Orissa,ECoR,"State Highway 12, Orissa",20.365449,86.083836,True,False,OTHER
BELA,Bela,Bihar,ECR,"Gaya, Bihar",24.97843,84.981353,True,False,OTHER
VDE,VEDAYAPALEM,UNKNOWN,UNKNOWN,,14.404478,79.957106,True,False,OTHER
TRL,TIRUVALLUR,UNKNOWN,UNKNOWN,,13.115764,79.913105,True,False,OTHER
BIDR,Bidar,Karnataka,SCR,"Bidar, Karnataka",17.911684,77.513779,True,False,OTHER
WCN,WIMCO NAGAR,UNKNOWN,UNKNOWN,,13.180491,80.305807,True,False,OTHER
KAVM,KATHIVAKKAM,UNKNOWN,UNKNOWN,,13.204344,80.316742,True,False,OTHER
VKT,VENKATACHALAM,UNKNOWN,UNKNOWN,,14.327256,79.92732,True,False,OTHER
BHM,Bahram,Punjab,NR,"Behram, Punjab",31.197575,75.894193,True,False,OTHER
BGPA,Bageshapura,Karnataka,SWR,"Bageshapura, Karnataka",13.143803,76.229355,True,False,OTHER
BHRJ,Becharji,Gujarat,WR,"State Highway 7, Gujarat",23.516602,72.029413,True,False,OTHER
SDM,SURAREDDIPALEM,UNKNOWN,UNKNOWN,,15.407571,80.045682,True,False,OTHER
PRH,POWERPET,UNKNOWN,UNKNOWN,,16.713189,81.106602,True,False,OTHER
VGT,UNGUTURU,UNKNOWN,UNKNOWN,,16.824498,81.42356,True,False,OTHER
BMGM,BRAHMANAGUDEM,UNKNOWN,UNKNOWN,,16.930258,81.675277,True,False,OTHER
KYM,KADIYAN,UNKNOWN,UNKNOWN,,16.914338,81.832674,True,False,OTHER
BBPM,BALABHADRAPURAM,UNKNOWN,UNKNOWN,,16.965801,82.000376,True,False,OTHER
NASP,NARASINGAPALLI,UNKNOWN,UNKNOWN,,17.606751,82.891038,True,False,OTHER
GPT,GOPALAPATNAM,UNKNOWN,UNKNOWN,,17.748818,83.214877,True,False,OTHER
VKD,BAKHRABAD,UNKNOWN,UNKNOWN,,22.118541,87.36345,True,False,OTHER
NYA,NARAYANGARH,UNKNOWN,UNKNOWN,,22.174233,87.380456,True,False,OTHER
BPE,BENAPUR,UNKNOWN,UNKNOWN,,22.271352,87.376241,True,False,OTHER
HIJ,HIJILLI,UNKNOWN,UNKNOWN,,22.319921,87.320169,True,False,OTHER
BKL,BONA KALU,Andhra Pradesh,SCR,"Bonakalu, Andhra Pradesh",17.031591,80.261499,True,False,OTHER
BLO,BHULON,Rajasthan,WCR,"Kota, Rajasthan",24.635909,76.968812,True,False,OTHER
BMHR,BAMANHERI,Uttar Pradesh,NR,"Muzaffarnagar, Uttar Pradesh",29.514762,77.70639,True,False,OTHER
BME,BARMER,Rajasthan,NWR,"Barmer, Rajasthan",25.744522,71.397067,True,False,OTHER
BLC,BOLDA,Maharashtra,SCR,"Parbhani, Maharashtra",19.552032,77.273591,True,False,OTHER
BKWA,BAKAYANWALA,Rajasthan,NR,"Diwan Khera, Rajasthan",30.143292,73.985818,True,False,OTHER
